0180I Following is a set of records pertinent to the General Election held on Tuesday, November 6, 2012, originated at Suffolk County Board of Elections on January 16, 2013 at 10:35 AM
0064RPresident                               U     1051090218801
0044CGOODE, VIRGIL            CST 000491 1I 
0172E9009P0792003186              11 2 1  0553000004021700260010021500240010014800340178003602080022000602000024001101650041015800330013019200140006015200400162004202080034
0172E9010P0358001512              11 2 1  0272000000008900070009008300080005008200180100002300820008000400870010000700850024009000190007007600090006008700200081001900850010
0172E9011P1019004596              11 2 1  0722006000021500160016020400170011032000730367008301890011001202110013001103280084032900830015020200080013033000790320008702050016
0172E9012P1568006816              11 2 1  1438000000036000230021034500260014037900980416010603550026001603450035001604080097040600920015033100310016040301040399010103570037
0172E9013P1224004890              11 2 1  1063006000030900340024028500320023022400480280004902890027002302750025001702460054024300450018028700280015023900530244005802880039
0172E9014P1254005484              11 2 1  0873006000030300260027027600290024033500800389007202780028002302800025002103540089035800750024026000200026034800790361008502750035
0172E9015P0159000624              11 2 1  0065000000003600030006003900030005003900070040000700390004000400380005000400410008004100070003003900020004003900060042000600390003
0172E9016P0809003612              11 2 1  0608000003016700190020015900190021023600540258006101550019002201590017001702480059024100490016015200170018024500630246005801650021
0172E9017P1848008022              11 2 1  1606006000045400510033042100320024041901160499013004170033002104450035002504570129044301200019039900380022045501210442012304380049
0172E9018P0485002028              11 2 1  0401006000011400130013011300120010011200210131002101050010001001020013001201140022011900210011010800120011011900160115001901060016
0172E9019P1415006306              11 2 1  1118006000033000470025030000380024037301010422010602920037002302940045002504020099039200980028027900400022040401030397009702960043
0172E9020P1776007944              11 2 1  1661006000045700570044035100400026046200950552010403570036002603490036002405130110049801050025033300360026050201090500010003560048
0172E9021P0689003060              11 2 1  0566018000016100120018015100140008018400380218004301460013000901450012001001890039019700380011014300150010018800400210004701480019
0172E9022P1261005292              11 2 1  1100000000033100350022031500330019026500510293006603180023002003110033001902730052027200520017029800350021026900580281005603240030
0064RCounty Court Judge                      K   0 1051090218802
0044CILIOU, JOHN              DEM 20218711A 
0044CILIOU, JOHN              REP 16735511B 
0044CILIOU, JOHN              CON 03708511C 
0044CILIOU, JOHN              IND 01364411E 
0044CROUSE, JOHN H            DEM 21850310A 
0044CROUSE, JOHN H            REP 17573110B 
0044CROUSE, JOHN H            CON 03793610C 
0044CROUSE, JOHN H            IND 01381810E 
0084E0001P0629000940              11 1 1  019100000002010138002400080204014000250009
0084E0002P0574000924              11 1 1  027200000001720103002800180176010600290020
0084E0003P0501000768              11 1 1  016000000001650091002700160164010200280015
0084E0004P0596000918              11 1 1  019500000002010116003500060204011900350007
0084E1001P1184001630              12 4 5 1035100000002990235006300230334023800660021
0084E1002P1134001684              12 4 5 1036700001002890272004300290314028600450029
0084E1003P0992001418              12 4 5 1027500000102820199005700110316020700550015
0084E1004P0621000910              12 4 5 1014400000002050126003000090216013800320010
0084E1005P1021001476              11 4 5 1025200000202830246003900210313025700420021
0084E1006P1528002122              11 4 5 1049400000004050283007900260417031500760027
0084E1007P0594000812              11 4 5 1018200000101360122002800120160013300280010
0084E1008P0881001266              11 2 6 2022300000002100242003800190218025700390020
0084E1009P1623002324              11 2 1 6049600000003540387010500290387042301170026
0084E1010P1508002024              11 3 3 4042500000003780298006700370399032500580037
0084E1011P1482001900              13 3 7 5041200000203170293006400190366033300750019
0084E1012P1070001538              12 512 3025300000002790273005400210296029200500020
0084E1013P0563000706              13 5 4 5014300000001070114004300070115012700420008
0084E1014P0875001286              13 7 7 5020200000102160241005300170238024900520017
0084E1015P0981001328              13 7 7 5029500000002910159003200190310017500360011
0084E1016P1068001432              13 7 7 5034800200202930158004500240324016800470021
0084E1017P0590000814              13 7 7 5016300000201650112002000130182012000210016
0084E1018P0165000218              13 7 7 5005900000000460024000600000052002700040000
0084E1019P0954001254              13 7 7 5022500200002530163004800310274017700560025
0084E1020P0834001176              13 7 7 5026200000002290151003900180245016600450021
0084E1021P0211000248              13 7 7 5006300000000610020000600040065001900060004
0084E1022P0586000830              13 7 7 5015400000001720101003100150190011700350015
0084E1023P0504000636              13 7 7 5014100000001320073002500100144007100290011
0084E1024P0428000558              13 7 7 5013700000101000071001700100121007600170008
0084E1025P1125001434              13 7 7 5035600000002670181004100250309018600400029
0084E1026P0488000614              13 3 3 4018100000001780016000700010205002000050001
0084E1027P0529000784              13 3 3 4013300000001910090002400130203008900270014
0084E1028P1090001492              13 3 3 4032800000002770211004500180312023400480019
0084E1029P1018001516              11 1 3 6025800000201890340006400130208036200640016
0084E1030P0633000922              11 1 1 6019000000001200180004500100129019200470009
0084E1031P1131001630              11 1 2 6037700000102460254006000260292028200620030
0084E1032P0444000610              11 1 1 6013500200000890095003500090097010000370011
0084E1033P1356001710              11 4 6 2035900000203690208004000150429022900410018
0084E1034P1324001592              13 5 7 5036200000002460265005600190286028000600018
0084E1035P1333001764              11 2 6 2037400200002810253009800280325027101050027
0084E1036P1129001358              12 4 4 3033900600302360188004100100265021600410013
0084E1037P0942001194              11 2 6 2025200000002010158006000220223019300620023
0084E1038P1160001264              13 3 3 6029500000102280175003400250257018400370028
0084E1039P1756002424              11 1 1 6052500000304320379007100320479040300720028
0084E1040P1519001862              11 2 1 2036100100302740303011100350297033201130032
0084E1041P1751002196              13 5 7 5049900000004090283009000290455031300880030
0084E1042P0949001002              13 3 3 6027400000101880105003000170213011500420017
0084E1043P0869001120              13 5 4 3024300000101830187004200110204019600430010
0084E1044P0712000942              13 512 5023600000201670123003500150176013800350015
0084E1045P0416000574              13 3 7 5014000000100690100002200090087011200240010
0084E1046P1385001850              13 3 3 4042600000104030210006200170429021700630022
0084E1047P1325001656              11 2 6 2031500200303140239006200260350026000620023
0084E1048P0897001326              13 7 7 5027700000002530179006100140276018600660014
0084E1049P1061001402              13 3 7 5028900000002720203004700120302021000520015
0084E1050P0928001106              12 5 5 3023600000001970149005500190222016100460021
0084E1051P0611000880              13 3 7 5022500000001250142002700120151015900270012
0084E1052P0912001226              13 3 7 5024800000202180189003900200258019400390019
0084E1053P1149001330              13 3 3 4029900000002550190003600120282020800350013
0084E1054P0608000712              12 5 4 4015500000001130113003600060128012000350006
0084E1055P0724000878              12 3 4 3018700000001480144002700070163016100330008
0084E1056P1370001724              12 5 4 3038500000002810281006500220306029900610024
0084E1057P0205000250              13 711 5004800000000710019000600050071002000060004
0084E1058P1054001304              13 5 4 5028300000102250213004400100242023000480008
0084E1059P0442000586              12 5 4 3012800000001050083001900120115008900250010
0084E1060P1001001404              12 4 5 1025400000003360156004100200362018100370017
0084E1061P0610000884              12 4 5 1015800000001620155002300190168015800210020
0084E1062P0842001070              12 4 5 1020100000102170147003200180236017000320016
0084E1063P1616002328              11 2 6 2050400000003550403007300330396045200770035
0084E1064P1298001430              13 3 7 4036000000103450118003400090395012700330008
0084E1065P1292001562              11 2 6 4035700000002600242004900180315025100480022
0084E1066P0951001250              11 2 6 2025900000002130177006300230250017800590028
0084E1067P0718001012              13 3 3 4023900000101960133003300090222013700310011
0084E1068P1001001214              11 2 6 2025100000201870187004800240231020600520026
0084E1069P1045001454              13 3 7 5032500200102070237005300250256026400560028
0084E1070P1071001464              12 512 3038500000102340222004200170262023600490016
0084E1071P0950001156              12 5 4 3022800000001960180004800170221019800530015
0084E1072P1197001414              13 1 3 6038600000202510176004000220276019700410023
0084E1073P1617002362              11 1 3 6052600000103430414008800350385045300860031
0084E1074P1227001492              13 3 7 5037400000202670173006500240308019100660022
0084E1075P0649000798              12 4 4 3015800000001650101002700100184011700290007
0084E1076P1043001234              12 5 4 3024700400302270170005600190248018500570018
0084E1077P0797001074              13 5 4 5023300000001960159004000120210017000400014
0084E1078P1027001330              13 5 4 3031000000002140206005200200239021400570018
0084E1079P1616001910              13 3 3 6048000000403270238007700330379026300740035
0084E1080P1411001630              13 3 3 6043100000402780208004500320311024100480032
0084E1081P0679000828              13 512 5019400000001470121002400100170012900250008
0084E1082P1250001654              13 3 7 5038800000403150221005300200345023700520019
0084E1083P0843000970              12 5 5 3018300000201970119004600160216013200430016
0084E1084P0041000052              13 2 3 6001100000000100008000100010010000800010002
0084E1085P0249000340              13 3 4 4011500000000510042001200010061004400120002
0084E1086P0730001012              12 4 5 1020100000402040151002700140206016200280015
0084E1087P0962001342              12 4 5 1024100000302830190004000160303019400490023
0084E1088P0556000690              11 4 5 1014000000201410088002100090157010200210009
0084E1089P1411002072              12 4 5 1037300000303580360007300310394038200670031
0084E1090P0918001282              12 4 5 1030100000202310184004000150264018800430014
0084E1091P0625000892              11 4 5 1019200200101560126003600130178014100340013
0084E1092P1643002040              12 5 4 3045500000003920260007300330433027900830032
0084E1093P1034001554              11 2 1 2029400000002620267006600200278028200650020
0084E1094P0722000872              12 4 4 3020200000101540126002500060183014300260006
0084E1095P0873001174              12 4 5 1020600000002610147003500200292015400390020
0084E1096P0848001098              11 3 7 4029000000002190113003100130258012500330016
0084E1097P1384001718              11 3 7 4035100200003630219004400300413022100410034
0084E1098P1678002280              11 2 6 2049600000003400388009500200394042101000026
0084E1099P1387001816              12 4 4 3036300000103020295008200220332031700810021
0084E1100P1359001692              12 5 4 3039700000002820246006500250316026600710024
0084E1101P0948001354              12 4 5 1023900000303380145004100260351014600390026
0084E1102P1039001408              12 4 5 1026900000202440215006400200268023700670022
0084E1103P0721001034              13 7 7 5025600000001610144003900190194015800420021
0084E1104P1387001502              13 1 3 6036200200003040174004100190348018600470019
0084E1105P0578000824              12 512 3017900000001230161002300080134016600230007
0084E1106P0836001068              13 5 4 5026500000001680164004700100186017200470009
0084E1107P1124001442              13 5 8 5034800000002160222006700130244023700770018
0084E1108P0973001326              12 4 5 1028800000002160237003600160240024700360010
0084E1109P0838001076              12 4 4 3026700000201660170003700110192018200380011
0084E1110P1010001246              12 4 5 2027900000402270167003700210264018900400018
0084E1111P0963001330              12 4 5 1025600000102350211005500180257022400530020
0084E1112P0614000856              12 5 5 1018300000101440140003100070156015300330008
0084E1113P0321000408              11 3 1 6009100000000690054002200080073005800230010
0084E1114P0994001344              13 7 7 5028600000002130211006000230231023400600026
0084E1115P0755001012              13 3 7 5020900000401620175002800110193018800290013
0084E1116P1694002194              12 4 5 1044500000104210330006700290449035300680031
0084E1117P0651000982              11 4 5 1014900000001690190003100070188020800340006
0084E1118P0706000882              11 4 5 1018300000401700110004300120191011300450011
0084E1119P1021001356              13 3 7 5037800000001960194006500180216020500650019
0084E1120P1319002028              12 3 4 4033600000104270308006300230459032100690021
0084E1121P1609002210              12 4 5 1041100000104030392007000090425041300730013
0084E1122P1397001956              11 2 6 2036800000003070372006700250337037700730030
0084E1123P0782001140              13 3 3 4027100000402300147002800110250015800270014
0084E1124P1431001796              12 5 4 3039900000002860296007300170315031700800013
0084E1125P0908001038              12 5 4 3026200000201930130002900150219013900310018
0084E1126P1392001816              12 512 3033500000002750341008100240286036200850027
0084E1127P0780000904              12 4 4 3020300000101620134003100130187013200300011
0084E1128P1197001450              11 3 7 4033900000103160151004200250347015500430031
0084E1129P0803001130              12 4 5 1022400000002260167003500120239017400340019
0084E1130P0609000866              12 4 6 2015700000001520131004000120178013600460014
0084E1131P0758001024              13 3 7 5022700000001590168003400240187017200330020
0084E1132P1547001920              12 5 4 3044400100003060289008800240349030300940022
0084E1133P0896001208              12 3 4 4026400000001810200005600130211021400580011
0084E1134P1023001426              11 4 5 1027900000202750186006000200299022400590022
0084E1135P1311001770              11 2 6 2040800000202350319007700210271034300750019
0084E1136P1216001638              11 2 6 2027000000002630301007200190299031700760021
0084E1137P1378001626              11 4 3 4035700000105620024000400080626002900040011
0084E1138P2587003144              13 3 7 5071900000204470525011600430533058901180052
0084E1139P1992002120              13 3 3 6058100000003790248005600280456028100610030
0084E1140P1310001754              11 4 6 1030200000002850313007900200321032700880019
0084E1141P0929001180              11 2 1 6023500000002060176004700200229019200530022
0084E1142P1333001808              12 512 3036200000203010318006200160321034200650019
0084E1143P0876001156              11 4 6 1020100200202270170004400120253018500450015
0084E1144P0881001032              13 3 7 5022200000002170121003400070259012900350008
0084E1145P1219001442              13 5 4 4034500200102520204004900180280021600540021
0084E1146P0644000872              12 4 5 1020700000001600124002400110174014200220008
0084E1147P1902002402              12 4 5 2048200000004780327007900300529036100840032
0084E1148P1155001680              12 4 5 1032100000003390247005200250368025100570020
0084E1149P0841001032              13 3 7 4020000000002300116003900150256011800410017
0084E1150P0945001176              13 3 3 4027200000002100176003000150250017700320014
0084E1151P0983001456              11 1 2 6030000000202000279005300200233029000580021
0084E1152P1719002106              12 5 4 3041300000203860302008800270451032600860025
0084E1153P0785001070              11 2 6 2019700000102320126003800190255014200390021
0084E1154P0864001294              11 1 1 6025100000001710248005800110207027000660012
0084E1155P0807001056              13 7 7 5016900000102050154004500180230016400520018
0084E1156P0963001142              13 3 3 6029100000001930158003500170221016900400018
0084E1157P2214002710              12 3 4 4066300200004720371008400380540040400940042
0084E1158P0635000872              12 512 3016100000001580150003100090163015900330008
0084E1159P1262001632              11 2 6 2040600000202680232005000310306025100510035
0084E1160P1230001378              13 1 3 6039000000002390174003600270272018200340024
0084E1161P0839001220              12 4 5 1034200000202020163003200200226018300290021
0084E1162P0534000672              12 5 4 3016200000101370072002100100152008300240010
0084E1163P1013001328              12 4 5 1028600000102340192005600160263020800570015
0084E1164P1378001760              13 5 8 5036400200002950281007600210325030600750015
0084E1165P1191001594              12 4 5 1027100000003200264004500150344027100470017
0084E1166P1651002244              12 4 5 1043600000004490322005600310499035800620031
0084E1167P0753001158              11 2 6 2019300000001900220003900150207023400440016
0084E1168P0874001210              11 4 6 2020900000002550169004300140281018400400015
0084E1169P1782002368              11 4 6 2051200000004970280007000210578032000710019
0084E1170P0737001056              12 4 5 1021100000001820190002700140191019900310011
0084E1171P0873001274              13 7 7 5030300000002180176005500150235019800600014
0084E1172P0426000514              13 512 3013600000000920062002000050098007500180008
0084E1173P0741001064              13 3 7 5021300000101650187004200150181019800440018
0084E1174P1003001352              13 5 4 5031100200102350202004400140267021600430017
0084E1175P1093001368              12 5 4 3031500000302280210004500150259023100440018
0084E1176P0993001282              13 5 4 3027400000201990238003600160209025000430015
0084E1177P0657001016              12 4 5 1019300000202390116002600130256012800310012
0084E1178P0870001194              11 4 5 1027600000302020170004000160242018300450017
0084E1179P1824002290              12 5 4 3047200000003680406008500200391044100850022
0084E1180P1072001422              12 4 4 3033600000002440205004800200286022000440019
0084E1181P0384000610              11 2 6 2008000000001040130002100040114013600190002
0084E1182P0108000154              11 4 6 2002400000000190037000500020018004200050002
0084E1183P0606000812              13 5 4 5014400000101370131004300140144014300430012
0084E1184P0961001002              11 1 3 6026500000201850107003800200197012300450020
0084E1185P0566000708              11 2 6 2014100000101350110001500080152011600220008
0084E1186P0795001026              13 5 7 4023900000001560169003700150169018900370015
0084E1187P1269001574              11 2 6 2033600000102860210005400370331023000530036
0084E1188P1009001510              11 2 6 2025600000102760248006200190294026800680018
0084E1189P1289001568              11 2 6 2034000000403120194005900180347021700540023
0084E1190P0681001016              11 2 6 2020100000201940138004300210202014900460020
0084E1191P0565000776              12 4 5 1016300200201480125001600070157013100190006
0084E1192P1455001912              11 3 3 4036100200404560198005800410493021300560030
0084E1193P1302001850              11 2 1 2039400000102740282011100270315030701070032
0084E1194P0650000896              13 3 7 4016600000001910120002900120203013400320009
0084E1195P0957001356              11 2 6 2024000000202110259005200160243026900460018
0084E1196P1367001840              13 3 7 5041900000003010280007100220335031200780022
0084E1197P0397000606              11 2 6 2010800000000930098004100070108010400400007
0084E1198P0881001354              11 2 6 4027600000101910267004600140216027800500015
0084E1199P0487000664              11 2 6 4012900200001180112001900050128012600180007
0084E1200P0999001244              11 4 7 4027700200003960038001100070449004400130007
0084E1201P1767002542              11 4 6 2049500000204050459009300220457049100990019
0084E1202P0663000824              11 4 6 2017400000001620108002400120190011700260011
0084E1203P0653000852              11 2 1 6019200000001250132004500100143014400500011
0084E1204P1018001042              13 1 3 6026000000101760134003500200207015500350019
0084E1205P1382001732              11 4 5 1036900000103190263005300180357027900540019
0084E1206P0957001342              12 4 4 3031100000202250213005300070248022400510008
0084E1207P0876001050              11 1 3 6022600000002240101003600210257012400380023
0084E1208P1331001508              11 1 3 6040700000002950165003700160342018400470015
0084E1209P0986001220              12 4 5 2020900000002700166004000150291018200350012
0084E1210P0723001124              12 3 4 4021100000002260168003900150245016800370015
0084E1211P0930001206              13 5 7 5025300000002100188004700160225020700460014
0084E1212P0375000516              11 2 5 1009000000000950086002000070095009400230006
0084E1213P0671000894              11 3 3 4022100200001350139003400110142016100380011
0084E1214P0717000980              13 3 7 5020000000001680157003400160184017100340016
0084E1215P0823000928              13 1 3 6018300000101660143003600120184015300370013
0084E1216P2067003036              11 2 6 2056300000004940560010400330546059001120034
0084E1217P0275000340              13 5 7 5006200000000660053000800080070005700090007
0084E1218P0735000936              12 3 7 4018300000002290099002100090255010600230011
0084E1219P0552000680              12 512 3014200000001040111003700070119011700330010
0084E1220P0238000304              11 2 6 2004000000000620051001200050062005400110007
0084E1221P0264000360              12 512 3005700000000660054002100070070005700210007
0084E1222P0469000622              13 512 3013400000101120087002200110118010400240009
0084E1223P1349001626              12 4 5 1042800000104820069000400370503006400040034
0084E1224P0589000878              11 4 5 1015700000001960116002300080223012300230009
0084E1225P0984001480              11 4 5 1029100000503600152004100210391016000360023
0084E1226P0457000646              11 4 5 1011700000201220090003600070135009500340008
0084E1227P1659002030              11 2 1 6050100000102870354006900170321038700780015
0084E1228P0751001052              13 3 3 4023600000001600182003500120179019700390012
0084E1229P0950001044              13 3 3 6025800000101990124003600100237013200370010
0084E1230P1113001448              12 5 4 3032600000002150258005400080251027800510007
0084E1231P0659000756              13 512 5017900000101380101003000100150010700280012
0084E1232P0742000938              12 3 4 3018600000101690147003200090190016000350009
0084E1233P0690001024              12 4 5 1016800000002100152003700150221016800380015
0084E1234P1548001784              13 3 3 4039100000004780136003600150525014600390018
0084E1235P0758000964              13 3 7 5023700000201450148003100130172016200350019
0084E1236P0805001160              11 2 6 2024700000101490215005300190180022600550015
0084E1237P1220001584              12 4 4 3036800000403050205004600150341023800520010
0084E1238P0748000972              13 5 4 5020000000001600158004300120177016900410012
0084E1239P1010001434              11 4 5 1028000001302610214006200150287022300630016
0084E1240P0786000990              13 3 7 5021400000001500158004000140172017900480015
0084E1241P1081001382              12 3 4 4031400000002590194003800180297020400350023
0084E1242P1230001460              12 5 4 3029100000002780207005200180319022200560017
0084E1243P0891001156              12 4 6 2024200000202900100002000150323012800230013
0084E1244P0458000570              13 5 4 3011500000000860093003600070094009600370006
0084E1245P1642002240              11 4 6 2038900000903280448007300320364049100740032
0084E1246P0887001122              13 3 7 5025200200002160145003100160253015900320016
0084E1247P1182001400              13 3 7 4032300200402540180005000240290019900510023
0084E1248P0765001040              11 2 6 2019300000002030149003300180224016800330019
0084E1249P3087003386              13 3 3 6082600000205710481012700330662052001260038
0084E1250P0948001136              12 4 4 3026000000201920163004600110216018200530011
0084E1251P0958001398              12 4 5 1032800000002760198003800110297019700400013
0084E1252P1206001578              11 4 6 2031400100103490174006200180380020000610018
0084E1253P0931001122              11 3 3 4022600000002300147003300180263014800390018
0084E1254P0902001082              13 3 7 5016800000002310135004900220249015600500022
0084E1255P0968001184              11 2 6 4028800000001790186004300150210020400430016
0084E1256P1924002476              11 3 6 4046000000005020352008900270561036600950024
0084E1257P0907001154              11 4 6 2021400000102540140003800180278014900410021
0084E1258P0636000786              11 4 6 2017400000001620091002300130180010300280012
0084E1259P0519000742              12 3 4 4016900000001360103002000140157011000200013
0084E1260P0815001034              11 2 6 2021000000001820149004600090215015800500015
0084E1261P0404000590              12 4 7 4011800000001230088001500040127009400180003
0084E1262P0766000934              12 3 4 3019800000202050104003300080229011000360009
0084E1263P1788002574              11 2 6 2055900000203700443012500290400047901310036
0084E1264P1600002054              11 2 1 6052800400002850331008600140324036900900023
0084E1265P2796003694              11 1 1 6071900000304720716018600350536079801900039
0084E1266P0983001110              13 3 3 4033400000101880123004400130205013800450019
0084E1267P0806001034              11 2 6 2026100000301360160004500150163018800470016
0084E1268P1168001412              13 1 3 6026700000002650214004500170294023800510021
0084E1269P0822001030              11 3 3 4023900000002100122002600090251013800230012
0084E1270P0882001486              11 2 6 2022800000002090335006500090224034500590012
0084E1271P0783001028              13 5 7 5020400000001830165003400140200017900320017
0084E1272P0989001410              11 1 1 6033400200201930236006000170233025300630017
0084E1273P0973001122              13 1 3 4024200000402120148004700170224016400480016
0084E1274P0770000944              11 1 3 6022600000401640139002200150184015200210017
0084E1275P0884001122              11 3 3 4022500000202330141003900180260014300440017
0084E1276P0248000348              12 4 4 4010500000000650036000800050079003700080005
0084E1277P0418000438              13 3 3 4008600000101070051000900050118005000050006
0084E1278P0037000030              13 3 3 6000700000000090001000100000010000100010000
0084E1279P0796001138              11 1 1 6025300000002580133002600140273014000300011
0084E1280P0003000022              11 3 1 6000800000000040002000100000004000300000000
0084E1281P0128000186              13 2 1 6004600000200270029000400070033002900050004
0084E1282P0014000010              13 512 3000200000000020001000100000002000100010000
0084E1283P1321001558              13 3 1 6035800000002980199004700190350021800490020
0084E1284P1148001840              11 2 6 4028300000003500303007400210389031900790022
0084E1285P1051001234              11 1 3 6029200000002230160004100170249019100430018
0084E1286P1061001482              11 2 6 2030600000002210278004400140254030300470015
0084E1287P0980001100              11 1 3 6030200000202260098003600110274010200370012
0084E1288P0935001218              11 4 6 1017700000002180212005500140238023300540017
0084E1289P0930001172              13 3 3 4029100000102760099003400150308009900370012
0084E1290P1298001860              11 1 1 6040600000302690317007500240322033300800031
0084E1291P1142001196              11 3 3 6039700200002090109003800190249011700390017
0084E1292P0909001238              12 4 5 1024100000302230196004800130243021000480013
0084E1293P0675000860              11 2 6 2014300000001690137002600080188015500270007
0084E1294P0873001102              13 5 7 4024100000001760188003700110198019600410014
0084E1295P0000000000              13 3 7 5000000000000000000000000000000000000000000
0084E2001P0837001192              351018  017100000001370332002600100136034100290010
0084E2002P0935001214              351018  020300000201930248004000140199025900410015
0084E2003P0941001386              351018  023400000002730217005500230276022700580023
0084E2004P0774001126              351018  020500000202180181004100130223018600410016
0084E2005P0500000752              351018  014400000001660107001700080171011300180008
0084E2006P0835001218              351018  021400000203120126003300220325012700370020
0084E2007P0450000630              351018  013900000001350066002600100148007000270009
0084E2008P0994001370              351218  024900000002280245005200200242025800540022
0084E2009P0949001246              351018  034800000203160084002100090351008700200008
0084E2010P0846001116              351018  018700000002890120002800210302012100270021
0084E2011P0646000736              351017  017900000001890055001400070213005700150007
0084E2012P0441000580              351017  011400000401210077001900090126008100180011
0084E2013P0736001064              351218  022200000201680188004200130181019000430015
0084E2014P1227001730              351216  032500000203260297004800210334030600460025
0084E2015P0585000830              351218  016300000201520137002600110161014400230011
0084E2016P1156001686              351218  032300000003240258004600380345027100460035
0084E2017P1016001480              351213  029700000102580240005600210277025500550020
0084E2018P0711001056              321213  025000000201950151003000150205016100350012
0084E2019P0839001098              321218  020300000002070165005100150216017500550011
0084E2020P0892001212              351218  022900000301800240004100140197024800420018
0084E2021P0758001036              321216  019600000201850193002700050199019500270007
0084E2022P1017001304              351017  023100000402160241005200130231025200500014
0084E2023P0726001032              351017  021400000001850150004100200201015300440024
0084E2024P0616000932              351218  018000000201850134003500130198013400370014
0084E2025P0674000904              351018  014800000002050120002600210211012700250021
0084E2026P0520000604              351018  014700000001820026000600030204002900040003
0084E2027P0705000838              351017  018500000001710109001800200179011800170021
0084E2028P0934001294              321016  022000000402640195004900190274020100500018
0084E2029P1039001236              351018  025700000102880143002300210309014700240023
0084E2030P0875001232              351018  025500000402210220002800090233022400300008
0084E2031P0965001350              351016  022800000002780203004900210293020800470023
0084E2032P0648000878              351018  015600000401410169004000040145017400410004
0084E2033P0628000856              351017  013100000001170193003900080117020100410009
0084E2034P0409000488              351017  009100000000900074002000130091007600210012
0084E2035P0767001090              321218  023900000201830174004200170195017600450017
0084E2036P0901001204              351016  021300000002150223003200170226023500270016
0084E2037P0735001050              351018  020400000001790207001900130177021700230011
0084E2038P0956001410              351218  028300000302590223004700280270022500450027
0084E2039P0868001172              321218  023500000201670204006400210178021700660018
0084E2040P1013001408              351218  027100000202380233005300250253025500500028
0084E2041P1969002994              321016  041000000007110478005600300730049300540032
0084E2042P0857001164              351017  024800000302110180004000140225018700430013
0084E2043P0920001324              351218  027600000002580195004400160269020700450014
0084E2044P0193000276              351216  006100000000530037001200040058003600110004
0084E2045P0861001134              351018  018900000001380280002500180142029900240019
0084E2046P0976001308              351018  025200000003330134002500260350014200240022
0084E2047P0465000698              351218  011000000001060139002900160108014300330014
0084E2048P0702000908              351017  013700000001370190004200110139020100400011
0084E2049P0684000976              351017  020800000001850151002700140190015900280014
0084E2050P0821001164              321213  026500000001720204004200230176021800400024
0084E2051P0813001176              351216  023900000002000204003900100214021900420009
0084E2052P0995001294              351016  021700000202080248005900130218025400610014
0084E2053P0820001154              351017  019500200002670145003900140286015400390013
0084E2054P0709000896              351017  018200000002620059002000040282006000230004
0084E2055P1035001458              351218  024400000002130305005800160228031800580018
0084E2056P0691000954              351017  016800000001820160003000150185016800320014
0084E2057P0508000666              321218  015900000001050110002500050109012200250006
0084E2058P0763001008              351017  019900000001950154003800100202015700400013
0084E2059P1142001438              351017  023300000104570103001700090486010200180012
0084E2060P1549002096              321213  041200000103710358007500280384036200770028
0084E2061P0587000866              351017  011200000001760151003400140183014900360011
0084E2062P0683000904              351017  018600000001700141003000120175015000300010
0084E2063P0185000254              351018  004800000000500037001000040051004000080006
0084E2064P0592000796              351018  010600000001270175003200060137017500320006
0084E2065P0650000948              351218  012300000402050141004200140213014800440014
0084E2066P0980001410              321218  031700000502310223005000270245023600480028
0084E2067P1093001396              321218  027800000002390245004700200253024400490021
0084E2068P1010001390              351218  027400000102070264006600140217026600690012
0084E2069P1133001492              351218  027100000103040256003000100319025800330010
0084E2070P0625000832              351017  017200000001730121001400110191012600130011
0084E2071P1023001214              351017  035100000402670096002800160301010400300017
0084E2072P0926001310              351017  025600000202240223004900180242022900510016
0084E2073P0539000760              351018  015000000201470119002300080155012500230008
0084E2074P1039001460              321213  029000000002230270006100200225028800620021
0084E2075P0787000990              321218  021500000401640150004300170171016800420016
0084E2076P1096001462              351016  025400000002290294005600200237029800560018
0084E2077P0835001088              351216  023100000001720187004600100190019500480009
0084E2078P1166001378              351016  026400000002710232003200160279023200350017
0084E2079P0517000710              351017  014700000001240106003400100132011100350011
0084E2080P0193000290              351218  005700000000580046001000020055005000100002
0084E2081P0955001374              351218  024900000102360254004700210242025700440023
0084E2082P0823001080              351016  020500000001950187003400180199018800370017
0084E2083P0700000982              351016  022200000001580172003200070171018000320008
0084E2084P0990001432              351216  025100000002380265006000260237027200590024
0084E2085P0240000316              351017  009400000200880010000300020103000800040002
0084E2086P0526000728              351213  015200000001110140002600110112013900260011
0084E2087P0672000926              351218  018500000001630140004800070170015400530006
0084E2088P0556000756              351017  015400000001220134002900110126014100300009
0084E2089P0260000394              351018  006000000100530095001000060055009700110006
0084E2090P0715001054              351218  021600000202200142002900180229015100290018
0084E2091P0910001206              351016  021800000202160232002900110227023500280008
0084E2092P0586000822              351017  018800000101790096002200060188011100240007
0084E2093P0663000992              351218  017700000002000137004600210205013700470022
0084E2094P0827001180              351017  023200000002490169003400140257017700340014
0084E2095P0542000742              351216  014000000001350120003100070148012700280006
0084E2096P0650000850              351017  017700000001670129002100120172013800230011
0084E2097P0992001348              351218  028100000002010250004700270206026300470026
0084E2098P1256001710              351016  032900000002990343002900100304035700290010
0084E2099P0674000938              351218  018400000001720157002600100184016600290010
0084E2100P1111001484              321216  029300000202670262004000120283027100410013
0084E2101P1583002122              351017  043100000204220337004900200443034900500019
0084E2102P1166001550              351016  028500000002640280006300120281029100640010
