0180I Following is a set of records pertinent to the General Election held on Tuesday, November 6, 2012, originated at Suffolk County Board of Elections on January 16, 2013 at 10:35 AM
0064RPresident                               U     1051090218801
0044CGOODE, VIRGIL            CST 000491 1I 
0072E2146P0222000156              321016  002300000000760050000400030000
0072E2147P0576000355              351016  004800000001310134002200120008
0072E2148P0516000361              321216  005600000101360147001000030008
0072E2149P0643000475              351218  009200000201770151003100070015
0072E2150P0425000318              351018  003900000001500085002300100011
0072E2151P0856000570              321017  010700000002450185002400030006
0072E2152P0310000184              321216  002900000000620074001200030004
0072E2153P0600000473              351218  006900000001630183004100070010
0072E2154P0535000358              351017  006100000201370126002000050007
0072E2155P0692000464              351017  007800000001890140003900090009
0072E2156P0452000338              351218  005700000001340112002100030011
0072E2157P0551000349              351218  005900000001270129001500070012
0072E2158P1539000982              321017  014900000206310140002400140022
0072E2159P0528000365              351216  005400000201060167002200030011
0072E2160P0406000296              351018  003200000000910152001300020006
0072E2161P0523000380              351218  008300000001450126001300020011
0072E2162P1444000913              351017  015000000003470343004900090015
0072E2163P0821000576              351016  008100000001790255003300100018
0072E2164P0547000374              351218  004800000001350158002100020010
0072E2165P0713000419              321216  007200000001490146003200080012
0072E2166P0617000402              321017  007200000001710122002500070005
0072E2167P0505000374              351016  005100000001490151001400000009
0072E2168P0614000443              351018  006100000001420199003200060003
0072E2169P0701000460              321213  007500000001510165004400090016
0072E2170P0381000255              321016  005200000001020085001200030001
0072E2171P0228000136              351016  002200000000490052001000010002
0072E2172P0026000021              321016  000200000000040009000300020001
0072E2173P0030000022              321016  000200000000100008000100000001
0072E2174P0065000041              351216  001200000000070014000400030001
0072E2175P0233000139              351216  001300000000580060000700010000
0072E2176P0032000016              321017  000200000000090003000100010000
0072E2177P0299000126              351017  004100000100700009000200030000
0072E2178P0723000492              351017  011300000001710176001500040013
0064RReceiver of Taxes, Town of Riverhead    T   9 0022002097901
0044CGOTTSCHALK JR, ROBERT B  RTU 00190016G 
0044CZANESKI, LAURIE A        RTF 00618816H 
0060E9001P1183000881              11 2 1  039200100001640324
0060E9002P0595000352              11 2 1  015800000000480146
0060E9003P0251000142              11 2 1  006000000000230059
0060E9004P1433000938              11 2 1  039300300001140428
0060E9005P0450000300              11 2 1  007600000100390184
0060E9006P0338000206              11 2 1  006700000000390100
0060E9007P1305000944              11 2 1  037600000101000467
0060E9008P0767000594              11 2 1  020000100101000292
0060E9009P0792000531              11 2 1  017900000000640288
0060E9010P0358000252              11 2 1  011100000000390102
0060E9011P1019000766              11 2 1  032800200000680368
0060E9012P1568001136              11 2 1  061100000101260398
0060E9013P1224000815              11 2 1  026600000000830466
0060E9014P1254000914              11 2 1  039200100101120408
0060E9015P0159000104              11 2 1  003400000100190050
0060E9016P0809000602              11 2 1  020400000000660332
0060E9017P1848001337              11 2 1  063500100102190481
0060E9018P0485000338              11 2 1  014200000000540142
0060E9019P1415001051              11 2 1  039400100101310524
0060E9020P1776001324              11 2 1  060200000103010420
0060E9021P0689000510              11 2 1  015500200000660287
0060E9022P1261000882              11 2 1  038400000001190379
0064RTown Justice, Town of Riverhead         T   9 0022002097901
0044CSMITH, ALLEN M           REP 00752017B 
0044CSMITH, ALLEN M           CON 00213217C 
0060E9001P1183000881              11 2 1  028100000304560141
0060E9002P0595000352              11 2 1  012500000101700056
0060E9003P0251000142              11 2 1  004100000000790022
0060E9004P1433000938              11 2 1  031400000204620160
0060E9005P0450000300              11 2 1  007500000101660058
0060E9006P0338000206              11 2 1  006500000001120029
0060E9007P1305000944              11 2 1  025300000105540136
0060E9008P0767000594              11 2 1  013100000203500111
0060E9009P0792000531              11 2 1  015900000202740096
0060E9010P0358000252              11 2 1  008700000001290036
0060E9011P1019000766              11 2 1  020600000004420118
0060E9012P1568001136              11 2 1  039800000005720166
0060E9013P1224000815              11 2 1  023400000004400141
0060E9014P1254000914              11 2 1  023800000305360137
0060E9015P0159000104              11 2 1  001600000100710016
0060E9016P0809000602              11 2 1  014900000603620085
0060E9017P1848001337              11 2 1  043900000206870209
0060E9018P0485000338              11 2 1  010400000101800053
0060E9019P1415001051              11 2 1  026500100206080175
0060E9020P1776001324              11 2 1  042300000107420158
0060E9021P0689000510              11 2 1  010900100003290071
0060E9022P1261000882              11 2 1  029400000004620126
0064RTown Justice, Town of Shelter Island    T   0 0004000230001
0044CROSENBLUM, HELEN J       DEM 00069216A 
0044CROSENBLUM, HELEN J       REP 00037516B 
0044CROSENBLUM, HELEN J       CON 00012116C 
0064E0001P0629000470              11 1 1  0054000002023601510027
0064E0002P0574000462              11 1 1  0066000003022801230042
0064E0003P0501000384              11 1 1  0041000001020601020034
0064E0004P0596000459              11 1 1  0040000000025701240038
0064RDistrict Court Judge, 4th District, TownT   5 0092007984202
0044CBARBERA-DALLI, JANINE A  REP 02025417B 
0044CBARBERA-DALLI, JANINE A  CON 00398017C 
0044CBARBERA-DALLI, JANINE A  IND 00096017E 
0044CDUNNE, RICHARD T         REP 02106716B 
0044CDUNNE, RICHARD T         CON 00415016C 
0044CHALPERN, ADAM S          DEM 01463017A 
0044CHOLST, WILLIAM G         WOR 00184917D 
0044CHOLST, WILLIAM G         GRE 00068117F 
0044CHOROWITZ, RICHARD I      DEM 01535816A 
0044CHOROWITZ, RICHARD I      WOR 00103716D 
0044CHOROWITZ, RICHARD I      IND 00097416E 
0044CHOROWITZ, RICHARD I      GRE 00034316F 
0100E5001P0754001010              12 813  0152000000022600470004024000480114001900080131000500110005
0100E5002P1361001896              12 813  0257000000041200760024041900850253003400160265001900240012
0100E5003P0637000856              32 813  0145000000016200320009017300340126001500060128001200080006
0100E5004P0761001058              32 813  0184000001021900410016022200420133001100110136001100220009
0100E5005P1249001598              12 812  0244004000029600660014031100690207006600330233002300230009
0100E5006P0935001256              12 812  0204000000022600580017024100620168003800100185002200200005
0100E5007P0623000860              32 813  0137000000018400300010018700340120001100050123000900070003
0100E5008P0866001220              12 813  0252000000023100450013024000470155002200100163002200110009
0100E5009P1256001742              12 813  0288002000031300850024033200950244003400190268001600160006
0100E5010P0999001374              12 813  0286000000025700340013027000360189002600170208001500110012
0100E5011P1423002020              12 812  0334002000038300770018041800850308003300080316001800160004
0100E5012P0790001154              32 813  0184000000025000420017027000470147001500040161000300100004
