Wayne County Board of Elections Official Canvas by position,General Election on 11/4/2014,([cTown]=13),,,,,,,,,,,,,
Combo128,Text95,cPos,Text124,cLName,cboxParty,cboxTown,town,cDist,cVoteCount,cEmergencyCount,Text91,Text76,cBlanksVoidsCount,TotRow,
,,,,OVERVOTES,VOIDS/OVERVOTES,3,Galen,1,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,3,Galen,2,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,3,Galen,3,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,3,Galen,4,1,0,0,,0,1,
,,,,,,,,,1,0,0,,0,Text105:,1
,,,,OVERVOTES,VOIDS/OVERVOTES,4,Huron,1,1,0,0,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,4,Huron,2,0,0,0,,0,0,
,,,,,,,,,1,0,0,,0,Text105:,1
,,,,OVERVOTES,VOIDS/OVERVOTES,5,Lyons,1,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,5,Lyons,2,0,0,1,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,5,Lyons,3,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,5,Lyons,4,0,0,1,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,5,Lyons,5,0,0,0,,0,0,
,,,,,,,,,0,0,2,,0,Text105:,2
,,,,OVERVOTES,VOIDS/OVERVOTES,6,Macedon,1,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,6,Macedon,2,3,0,0,,0,3,
,,,,OVERVOTES,VOIDS/OVERVOTES,6,Macedon,3,2,0,0,,0,2,
,,,,OVERVOTES,VOIDS/OVERVOTES,6,Macedon,4,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,6,Macedon,5,0,0,1,,0,1,
,,,,,,,,,5,0,1,,0,Text105:,6
,,,,OVERVOTES,VOIDS/OVERVOTES,7,Marion,1,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,7,Marion,2,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,7,Marion,3,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,7,Marion,4,0,0,0,,0,0,
,,,,,,,,,0,0,0,,0,Text105:,0
,,,,OVERVOTES,VOIDS/OVERVOTES,8,Ontario,1,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,8,Ontario,2,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,8,Ontario,3,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,8,Ontario,4,1,0,0,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,8,Ontario,5,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,8,Ontario,6,1,0,0,,0,1,
,,,,,,,,,2,0,0,,0,Text105:,2
,,,,OVERVOTES,VOIDS/OVERVOTES,9,Palmyra,1,1,0,0,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,9,Palmyra,2,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,9,Palmyra,3,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,9,Palmyra,4,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,9,Palmyra,5,0,0,1,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,9,Palmyra,6,1,0,0,,0,1,
,,,,,,,,,2,0,1,,0,Text105:,3
,,,,OVERVOTES,VOIDS/OVERVOTES,10,Rose,1,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,10,Rose,2,2,0,0,,0,2,
,,,,,,,,,2,0,0,,0,Text105:,2
,,,,OVERVOTES,VOIDS/OVERVOTES,11,Savannah,1,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,11,Savannah,2,0,0,0,,0,0,
,,,,,,,,,0,0,0,,0,Text105:,0
,,,,OVERVOTES,VOIDS/OVERVOTES,12,Sodus,1,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,12,Sodus,2,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,12,Sodus,3,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,12,Sodus,4,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,12,Sodus,5,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,12,Sodus,6,0,0,0,,0,0,
,,,,,,,,,0,0,0,,0,Text105:,0
,,,,OVERVOTES,VOIDS/OVERVOTES,13,Walworth,1,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,13,Walworth,2,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,13,Walworth,3,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,13,Walworth,4,0,0,1,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,13,Walworth,5,1,0,0,,0,1,
,,,,,,,,,1,0,1,,0,Text105:,2
,,,,OVERVOTES,VOIDS/OVERVOTES,14,Williamson,1,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,14,Williamson,2,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,14,Williamson,3,1,0,0,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,14,Williamson,4,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,14,Williamson,5,2,0,0,,0,2,
,,,,,,,,,3,0,0,,0,Text105:,3
,,,,OVERVOTES,VOIDS/OVERVOTES,15,Wolcott,1,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,15,Wolcott,2,1,0,0,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,15,Wolcott,3,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,15,Wolcott,4,0,0,0,,0,0,
,,,,,,,,,1,0,0,,0,Text105:,1
,,,,,,,,,,,,,,Text81:,24
,,L03,COMPTROLLER   * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,,,,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,1,Arcadia,1,16,0,1,,0,17,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,1,Arcadia,2,22,0,1,,0,23,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,1,Arcadia,3,16,0,4,,0,20,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,1,Arcadia,4,15,0,3,,0,18,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,1,Arcadia,5,15,0,2,,0,17,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,1,Arcadia,6,25,0,2,,0,27,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,1,Arcadia,7,15,0,2,,0,17,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,1,Arcadia,8,14,0,0,,0,14,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,1,Arcadia,9,23,0,1,,0,24,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,1,Arcadia,10,16,0,4,,0,20,
,,,,,,,,,177,0,20,,0,Text105:,197
,,,,UNDERVOTES,BLANKS/UNDERVOTES,2,Butler,1,22,0,6,,0,28,
,,,,,,,,,22,0,6,,0,Text105:,28
,,,,UNDERVOTES,BLANKS/UNDERVOTES,3,Galen,1,13,0,2,,0,15,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,3,Galen,2,12,0,1,,0,13,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,3,Galen,3,15,0,1,,0,16,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,3,Galen,4,18,0,0,,0,18,
,,,,,,,,,58,0,4,,0,Text105:,62
,,,,UNDERVOTES,BLANKS/UNDERVOTES,4,Huron,1,10,0,1,,0,11,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,4,Huron,2,13,0,0,,0,13,
,,,,,,,,,23,0,1,,0,Text105:,24
,,,,UNDERVOTES,BLANKS/UNDERVOTES,5,Lyons,1,12,0,1,,0,13,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,5,Lyons,2,13,0,1,,0,14,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,5,Lyons,3,19,0,1,,0,20,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,5,Lyons,4,15,0,0,,0,15,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,5,Lyons,5,10,0,0,,0,10,
,,,,,,,,,69,0,3,,0,Text105:,72
,,,,UNDERVOTES,BLANKS/UNDERVOTES,6,Macedon,1,15,0,3,,0,18,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,6,Macedon,2,21,0,1,,0,22,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,6,Macedon,3,17,0,3,,0,20,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,6,Macedon,4,23,0,0,,0,23,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,6,Macedon,5,14,0,2,,0,16,
,,,,,,,,,90,0,9,,0,Text105:,99
,,,,UNDERVOTES,BLANKS/UNDERVOTES,7,Marion,1,14,0,1,,0,15,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,7,Marion,2,10,0,2,,0,12,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,7,Marion,3,8,0,0,,0,8,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,7,Marion,4,15,0,2,,0,17,
,,,,,,,,,47,0,5,,0,Text105:,52
,,,,UNDERVOTES,BLANKS/UNDERVOTES,8,Ontario,1,18,0,1,,0,19,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,8,Ontario,2,27,0,2,,0,29,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,8,Ontario,3,17,0,1,,0,18,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,8,Ontario,4,18,0,1,,0,19,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,8,Ontario,5,15,0,1,,0,16,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,8,Ontario,6,16,0,0,,0,16,
,,,,,,,,,111,0,6,,0,Text105:,117
,,,,UNDERVOTES,BLANKS/UNDERVOTES,9,Palmyra,1,13,0,0,,0,13,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,9,Palmyra,2,17,0,0,,0,17,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,9,Palmyra,3,21,0,0,,0,21,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,9,Palmyra,4,11,0,1,,0,12,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,9,Palmyra,5,9,0,1,,0,10,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,9,Palmyra,6,15,0,2,,0,17,
,,,,,,,,,86,0,4,,0,Text105:,90
,,,,UNDERVOTES,BLANKS/UNDERVOTES,10,Rose,1,14,0,3,,0,17,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,10,Rose,2,24,0,1,,0,25,
,,,,,,,,,38,0,4,,0,Text105:,42
,,,,UNDERVOTES,BLANKS/UNDERVOTES,11,Savannah,1,13,0,2,,0,15,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,11,Savannah,2,5,0,0,,0,5,
,,,,,,,,,18,0,2,,0,Text105:,20
,,,,UNDERVOTES,BLANKS/UNDERVOTES,12,Sodus,1,11,0,0,,0,11,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,12,Sodus,2,14,0,2,,0,16,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,12,Sodus,3,11,0,1,,0,12,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,12,Sodus,4,15,0,1,,0,16,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,12,Sodus,5,12,0,0,,0,12,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,12,Sodus,6,14,0,1,,0,15,
,,,,,,,,,77,0,5,,0,Text105:,82
,,,,UNDERVOTES,BLANKS/UNDERVOTES,13,Walworth,1,18,0,2,,0,20,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,13,Walworth,2,27,0,3,,0,30,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,13,Walworth,3,18,0,1,,0,19,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,13,Walworth,4,7,0,0,,0,7,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,13,Walworth,5,12,0,1,,0,13,
,,,,,,,,,82,0,7,,0,Text105:,89
,,,,UNDERVOTES,BLANKS/UNDERVOTES,14,Williamson,1,8,0,2,,0,10,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,14,Williamson,2,14,0,1,,0,15,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,14,Williamson,3,20,0,0,,0,20,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,14,Williamson,4,12,2,6,,0,20,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,14,Williamson,5,17,0,1,,0,18,
,,,,,,,,,71,2,10,,0,Text105:,83
,,,,UNDERVOTES,BLANKS/UNDERVOTES,15,Wolcott,1,8,0,0,,0,8,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,15,Wolcott,2,5,0,0,,0,5,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,15,Wolcott,3,11,0,1,,0,12,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,15,Wolcott,4,7,0,7,,0,14,
,,,,,,,,,31,0,8,,0,Text105:,39
,,,,,,,,,,,,,,Text81:,1096
,4,,,,,,,,,,,,,,
,,A04,ATTORNEY GENERAL   * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,,,,
,,,,SCHNEIDERMAN,DEMOCRATIC,1,Arcadia,1,94,0,5,,0,99,
,,,,SCHNEIDERMAN,DEMOCRATIC,1,Arcadia,2,136,0,12,,0,148,
,,,,SCHNEIDERMAN,DEMOCRATIC,1,Arcadia,3,92,0,9,,0,101,
,,,,SCHNEIDERMAN,DEMOCRATIC,1,Arcadia,4,81,0,15,,0,96,
,,,,SCHNEIDERMAN,DEMOCRATIC,1,Arcadia,5,95,0,10,,0,105,
,,,,SCHNEIDERMAN,DEMOCRATIC,1,Arcadia,6,154,0,9,,0,163,
,,,,SCHNEIDERMAN,DEMOCRATIC,1,Arcadia,7,87,0,19,,0,106,
,,,,SCHNEIDERMAN,DEMOCRATIC,1,Arcadia,8,63,0,5,,0,68,
,,,,SCHNEIDERMAN,DEMOCRATIC,1,Arcadia,9,88,0,3,,0,91,
,,,,SCHNEIDERMAN,DEMOCRATIC,1,Arcadia,10,111,0,15,,0,126,
,,,,,,,,,1001,0,102,,0,Text105:,1103
,,,,SCHNEIDERMAN,DEMOCRATIC,2,Butler,1,89,0,4,,0,93,
,,,,,,,,,89,0,4,,0,Text105:,93
,,,,SCHNEIDERMAN,DEMOCRATIC,3,Galen,1,53,0,2,,0,55,
,,,,SCHNEIDERMAN,DEMOCRATIC,3,Galen,2,49,0,5,,0,54,
,,,,SCHNEIDERMAN,DEMOCRATIC,3,Galen,3,85,0,8,,0,93,
,,,,SCHNEIDERMAN,DEMOCRATIC,3,Galen,4,69,0,5,,0,74,
,,,,,,,,,256,0,20,,0,Text105:,276
,,,,SCHNEIDERMAN,DEMOCRATIC,4,Huron,1,71,0,1,,0,72,
,,,,SCHNEIDERMAN,DEMOCRATIC,4,Huron,2,89,0,3,,0,92,
,,,,,,,,,160,0,4,,0,Text105:,164
,,,,SCHNEIDERMAN,DEMOCRATIC,5,Lyons,1,64,0,8,,0,72,
,,,,SCHNEIDERMAN,DEMOCRATIC,5,Lyons,2,65,0,7,,0,72,
,,,,SCHNEIDERMAN,DEMOCRATIC,5,Lyons,3,89,0,6,,0,95,
,,,,SCHNEIDERMAN,DEMOCRATIC,5,Lyons,4,75,0,5,,0,80,
,,,,SCHNEIDERMAN,DEMOCRATIC,5,Lyons,5,44,0,1,,0,45,
,,,,,,,,,337,0,27,,0,Text105:,364
,,,,SCHNEIDERMAN,DEMOCRATIC,6,Macedon,1,103,0,8,,0,111,
,,,,SCHNEIDERMAN,DEMOCRATIC,6,Macedon,2,179,0,2,,0,181,
,,,,SCHNEIDERMAN,DEMOCRATIC,6,Macedon,3,143,0,9,,0,152,
,,,,SCHNEIDERMAN,DEMOCRATIC,6,Macedon,4,92,0,4,,0,96,
,,,,SCHNEIDERMAN,DEMOCRATIC,6,Macedon,5,116,0,4,,0,120,
,,,,,,,,,633,0,27,,0,Text105:,660
,,,,SCHNEIDERMAN,DEMOCRATIC,7,Marion,1,71,0,4,,0,75,
,,,,SCHNEIDERMAN,DEMOCRATIC,7,Marion,2,56,0,2,,0,58,
,,,,SCHNEIDERMAN,DEMOCRATIC,7,Marion,3,80,0,2,,0,82,
,,,,SCHNEIDERMAN,DEMOCRATIC,7,Marion,4,61,0,0,,0,61,
,,,,,,,,,268,0,8,,0,Text105:,276
,,,,SCHNEIDERMAN,DEMOCRATIC,8,Ontario,1,79,0,4,,0,83,
,,,,SCHNEIDERMAN,DEMOCRATIC,8,Ontario,2,190,0,8,,0,198,
,,,,SCHNEIDERMAN,DEMOCRATIC,8,Ontario,3,136,0,6,,0,142,
,,,,SCHNEIDERMAN,DEMOCRATIC,8,Ontario,4,64,0,3,,0,67,
,,,,SCHNEIDERMAN,DEMOCRATIC,8,Ontario,5,115,0,2,,0,117,
,,,,SCHNEIDERMAN,DEMOCRATIC,8,Ontario,6,180,0,9,,0,189,
,,,,,,,,,764,0,32,,0,Text105:,796
,,,,SCHNEIDERMAN,DEMOCRATIC,9,Palmyra,1,74,0,3,,0,77,
,,,,SCHNEIDERMAN,DEMOCRATIC,9,Palmyra,2,89,0,10,,0,99,
,,,,SCHNEIDERMAN,DEMOCRATIC,9,Palmyra,3,74,0,6,,0,80,
,,,,SCHNEIDERMAN,DEMOCRATIC,9,Palmyra,4,96,0,3,,0,99,
,,,,SCHNEIDERMAN,DEMOCRATIC,9,Palmyra,5,93,0,2,,0,95,
,,,,SCHNEIDERMAN,DEMOCRATIC,9,Palmyra,6,70,0,7,,0,77,
,,,,,,,,,496,0,31,,0,Text105:,527
,,,,SCHNEIDERMAN,DEMOCRATIC,10,Rose,1,75,0,7,,0,82,
,,,,SCHNEIDERMAN,DEMOCRATIC,10,Rose,2,84,0,4,,0,88,
,,,,,,,,,159,0,11,,0,Text105:,170
,,,,SCHNEIDERMAN,DEMOCRATIC,11,Savannah,1,37,0,6,,0,43,
,,,,SCHNEIDERMAN,DEMOCRATIC,11,Savannah,2,37,0,6,,0,43,
,,,,,,,,,74,0,12,,0,Text105:,86
,,,,SCHNEIDERMAN,DEMOCRATIC,12,Sodus,1,87,0,16,,0,103,
,,,,SCHNEIDERMAN,DEMOCRATIC,12,Sodus,2,65,0,3,,0,68,
,,,,SCHNEIDERMAN,DEMOCRATIC,12,Sodus,3,71,0,10,,0,81,
,,,,SCHNEIDERMAN,DEMOCRATIC,12,Sodus,4,91,0,8,,0,99,
,,,,SCHNEIDERMAN,DEMOCRATIC,12,Sodus,5,80,0,8,,0,88,
,,,,SCHNEIDERMAN,DEMOCRATIC,12,Sodus,6,78,0,10,,0,88,
,,,,,,,,,472,0,55,,0,Text105:,527
,,,,SCHNEIDERMAN,DEMOCRATIC,13,Walworth,1,80,0,2,,0,82,
,,,,SCHNEIDERMAN,DEMOCRATIC,13,Walworth,2,264,0,6,,0,270,
,,,,SCHNEIDERMAN,DEMOCRATIC,13,Walworth,3,126,0,6,,0,132,
,,,,SCHNEIDERMAN,DEMOCRATIC,13,Walworth,4,135,0,7,,0,142,
,,,,SCHNEIDERMAN,DEMOCRATIC,13,Walworth,5,96,0,11,,0,107,
,,,,,,,,,701,0,32,,0,Text105:,733
,,,,SCHNEIDERMAN,DEMOCRATIC,14,Williamson,1,66,0,4,,0,70,
,,,,SCHNEIDERMAN,DEMOCRATIC,14,Williamson,2,139,0,3,,0,142,
,,,,SCHNEIDERMAN,DEMOCRATIC,14,Williamson,3,132,0,6,,0,138,
,,,,SCHNEIDERMAN,DEMOCRATIC,14,Williamson,4,51,10,3,,0,64,
,,,,SCHNEIDERMAN,DEMOCRATIC,14,Williamson,5,105,0,3,,0,108,
,,,,,,,,,493,10,19,,0,Text105:,522
,,,,SCHNEIDERMAN,DEMOCRATIC,15,Wolcott,1,62,0,5,,0,67,
,,,,SCHNEIDERMAN,DEMOCRATIC,15,Wolcott,2,15,0,0,,0,15,
,,,,SCHNEIDERMAN,DEMOCRATIC,15,Wolcott,3,43,0,3,,0,46,
,,,,SCHNEIDERMAN,DEMOCRATIC,15,Wolcott,4,53,0,4,,0,57,
,,,,,,,,,173,0,12,,0,Text105:,185
,,,,,,,,,,,,,,Text81:,6482
,,B04,ATTORNEY GENERAL   * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,,,,
,,,,CAHILL,REPUBLICAN,1,Arcadia,1,253,0,9,,0,262,
,,,,CAHILL,REPUBLICAN,1,Arcadia,2,217,0,11,,0,228,
,,,,CAHILL,REPUBLICAN,1,Arcadia,3,107,0,10,,0,117,
,,,,CAHILL,REPUBLICAN,1,Arcadia,4,103,0,18,,0,121,
,,,,CAHILL,REPUBLICAN,1,Arcadia,5,96,0,12,,0,108,
,,,,CAHILL,REPUBLICAN,1,Arcadia,6,198,0,22,,0,220,
,,,,CAHILL,REPUBLICAN,1,Arcadia,7,149,0,17,,0,166,
,,,,CAHILL,REPUBLICAN,1,Arcadia,8,81,0,6,,0,87,
,,,,CAHILL,REPUBLICAN,1,Arcadia,9,116,0,8,,0,124,
,,,,CAHILL,REPUBLICAN,1,Arcadia,10,189,0,5,,0,194,
,,,,,,,,,1509,0,118,,0,Text105:,1627
,,,,CAHILL,REPUBLICAN,2,Butler,1,224,0,10,,0,234,
,,,,,,,,,224,0,10,,0,Text105:,234
,,,,CAHILL,REPUBLICAN,3,Galen,1,121,0,5,,0,126,
,,,,CAHILL,REPUBLICAN,3,Galen,2,131,0,4,,0,135,
,,,,CAHILL,REPUBLICAN,3,Galen,3,116,0,8,,0,124,
,,,,CAHILL,REPUBLICAN,3,Galen,4,95,0,4,,0,99,
,,,,,,,,,463,0,21,,0,Text105:,484
,,,,CAHILL,REPUBLICAN,4,Huron,1,140,0,17,,0,157,
,,,,CAHILL,REPUBLICAN,4,Huron,2,165,0,9,,0,174,
,,,,,,,,,305,0,26,,0,Text105:,331
,,,,CAHILL,REPUBLICAN,5,Lyons,1,142,0,10,,0,152,
,,,,CAHILL,REPUBLICAN,5,Lyons,2,90,0,7,,0,97,
,,,,CAHILL,REPUBLICAN,5,Lyons,3,79,0,5,,0,84,
,,,,CAHILL,REPUBLICAN,5,Lyons,4,116,0,5,,0,121,
,,,,CAHILL,REPUBLICAN,5,Lyons,5,121,0,9,,0,130,
,,,,,,,,,548,0,36,,0,Text105:,584
,,,,CAHILL,REPUBLICAN,6,Macedon,1,221,0,12,,0,233,
,,,,CAHILL,REPUBLICAN,6,Macedon,2,343,0,8,,0,351,
,,,,CAHILL,REPUBLICAN,6,Macedon,3,299,0,18,,0,317,
,,,,CAHILL,REPUBLICAN,6,Macedon,4,210,0,9,,0,219,
,,,,CAHILL,REPUBLICAN,6,Macedon,5,208,0,9,,0,217,
,,,,,,,,,1281,0,56,,0,Text105:,1337
,,,,CAHILL,REPUBLICAN,7,Marion,1,156,0,2,,0,158,
,,,,CAHILL,REPUBLICAN,7,Marion,2,179,0,6,,0,185,
,,,,CAHILL,REPUBLICAN,7,Marion,3,201,0,8,,0,209,
,,,,CAHILL,REPUBLICAN,7,Marion,4,190,0,10,,0,200,
,,,,,,,,,726,0,26,,0,Text105:,752
,,,,CAHILL,REPUBLICAN,8,Ontario,1,254,0,13,,0,267,
,,,,CAHILL,REPUBLICAN,8,Ontario,2,327,0,6,,0,333,
,,,,CAHILL,REPUBLICAN,8,Ontario,3,346,0,13,,0,359,
,,,,CAHILL,REPUBLICAN,8,Ontario,4,143,0,5,,0,148,
,,,,CAHILL,REPUBLICAN,8,Ontario,5,187,0,9,,0,196,
,,,,CAHILL,REPUBLICAN,8,Ontario,6,341,0,20,,0,361,
,,,,,,,,,1598,0,66,,0,Text105:,1664
,,,,CAHILL,REPUBLICAN,9,Palmyra,1,141,0,7,,0,148,
,,,,CAHILL,REPUBLICAN,9,Palmyra,2,146,0,2,,0,148,
,,,,CAHILL,REPUBLICAN,9,Palmyra,3,100,0,2,,0,102,
,,,,CAHILL,REPUBLICAN,9,Palmyra,4,216,0,12,,0,228,
,,,,CAHILL,REPUBLICAN,9,Palmyra,5,205,0,9,,0,214,
,,,,CAHILL,REPUBLICAN,9,Palmyra,6,168,0,7,,0,175,
,,,,,,,,,976,0,39,,0,Text105:,1015
,,,,CAHILL,REPUBLICAN,10,Rose,1,152,0,6,,0,158,
,,,,CAHILL,REPUBLICAN,10,Rose,2,165,0,10,,0,175,
,,,,,,,,,317,0,16,,0,Text105:,333
,,,,CAHILL,REPUBLICAN,11,Savannah,1,90,0,8,,0,98,
,,,,CAHILL,REPUBLICAN,11,Savannah,2,118,0,7,,0,125,
,,,,,,,,,208,0,15,,0,Text105:,223
,,,,CAHILL,REPUBLICAN,12,Sodus,1,136,0,13,,0,149,
,,,,CAHILL,REPUBLICAN,12,Sodus,2,172,0,10,,0,182,
,,,,CAHILL,REPUBLICAN,12,Sodus,3,138,0,9,,0,147,
,,,,CAHILL,REPUBLICAN,12,Sodus,4,189,0,6,,0,195,
,,,,CAHILL,REPUBLICAN,12,Sodus,5,140,0,9,,0,149,
,,,,CAHILL,REPUBLICAN,12,Sodus,6,203,0,7,,0,210,
,,,,,,,,,978,0,54,,0,Text105:,1032
,,,,CAHILL,REPUBLICAN,13,Walworth,1,245,0,7,,0,252,
,,,,CAHILL,REPUBLICAN,13,Walworth,2,428,0,16,,0,444,
,,,,CAHILL,REPUBLICAN,13,Walworth,3,316,0,11,,0,327,
,,,,CAHILL,REPUBLICAN,13,Walworth,4,213,0,3,,0,216,
,,,,CAHILL,REPUBLICAN,13,Walworth,5,218,0,20,,0,238,
,,,,,,,,,1420,0,57,,0,Text105:,1477
,,,,CAHILL,REPUBLICAN,14,Williamson,1,142,0,5,,0,147,
,,,,CAHILL,REPUBLICAN,14,Williamson,2,262,0,11,,0,273,
,,,,CAHILL,REPUBLICAN,14,Williamson,3,303,0,9,,0,312,
,,,,CAHILL,REPUBLICAN,14,Williamson,4,164,23,3,,0,190,
,,,,CAHILL,REPUBLICAN,14,Williamson,5,259,0,10,,0,269,
,,,,,,,,,1130,23,38,,0,Text105:,1191
,,,,CAHILL,REPUBLICAN,15,Wolcott,1,105,0,5,,0,110,
,,,,CAHILL,REPUBLICAN,15,Wolcott,2,72,0,1,,0,73,
,,,,CAHILL,REPUBLICAN,15,Wolcott,3,165,0,7,,0,172,
,,,,CAHILL,REPUBLICAN,15,Wolcott,4,178,0,13,,0,191,
,,,,,,,,,520,0,26,,0,Text105:,546
,,,,,,,,,,,,,,Text81:,12830
,,C04,ATTORNEY GENERAL   * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,,,,
,,,,CAHILL,CONSERVATIVE,1,Arcadia,1,78,0,1,,0,79,
,,,,CAHILL,CONSERVATIVE,1,Arcadia,2,41,0,0,,0,41,
