Wayne County Board of Elections Official Canvas by position,General Election on 11/4/2014,([cTown]=13),,,,,,,,,,,,,
Combo128,Text95,cPos,Text124,cLName,cboxParty,cboxTown,town,cDist,cVoteCount,cEmergencyCount,Text91,Text76,cBlanksVoidsCount,TotRow,
,,,,OVERVOTES,VOIDS/OVERVOTES,1,Arcadia,7,1,0,1,,0,2,
,,,,OVERVOTES,VOIDS/OVERVOTES,1,Arcadia,8,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,1,Arcadia,9,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,1,Arcadia,10,3,0,0,,0,3,
,,,,,,,,,7,0,1,,0,Text105:,8
,,,,OVERVOTES,VOIDS/OVERVOTES,2,Butler,1,0,0,0,,0,0,
,,,,,,,,,0,0,0,,0,Text105:,0
,,,,OVERVOTES,VOIDS/OVERVOTES,3,Galen,1,2,0,0,,0,2,
,,,,OVERVOTES,VOIDS/OVERVOTES,3,Galen,2,2,0,0,,0,2,
,,,,OVERVOTES,VOIDS/OVERVOTES,3,Galen,3,1,0,0,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,3,Galen,4,2,0,1,,0,3,
,,,,,,,,,7,0,1,,0,Text105:,8
,,,,OVERVOTES,VOIDS/OVERVOTES,4,Huron,1,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,4,Huron,2,0,0,0,,0,0,
,,,,,,,,,0,0,0,,0,Text105:,0
,,,,OVERVOTES,VOIDS/OVERVOTES,5,Lyons,1,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,5,Lyons,2,0,0,1,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,5,Lyons,3,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,5,Lyons,4,4,0,1,,0,5,
,,,,OVERVOTES,VOIDS/OVERVOTES,5,Lyons,5,2,0,0,,0,2,
,,,,,,,,,6,0,2,,0,Text105:,8
,,,,OVERVOTES,VOIDS/OVERVOTES,6,Macedon,1,0,0,1,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,6,Macedon,2,4,0,0,,0,4,
,,,,OVERVOTES,VOIDS/OVERVOTES,6,Macedon,3,2,0,0,,0,2,
,,,,OVERVOTES,VOIDS/OVERVOTES,6,Macedon,4,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,6,Macedon,5,0,0,0,,0,0,
,,,,,,,,,6,0,1,,0,Text105:,7
,,,,OVERVOTES,VOIDS/OVERVOTES,7,Marion,1,0,0,1,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,7,Marion,2,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,7,Marion,3,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,7,Marion,4,0,0,0,,0,0,
,,,,,,,,,0,0,1,,0,Text105:,1
,,,,OVERVOTES,VOIDS/OVERVOTES,8,Ontario,1,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,8,Ontario,2,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,8,Ontario,3,1,0,0,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,8,Ontario,4,5,0,0,,0,5,
,,,,OVERVOTES,VOIDS/OVERVOTES,8,Ontario,5,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,8,Ontario,6,0,0,0,,0,0,
,,,,,,,,,6,0,0,,0,Text105:,6
,,,,OVERVOTES,VOIDS/OVERVOTES,9,Palmyra,1,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,9,Palmyra,2,1,0,0,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,9,Palmyra,3,2,0,0,,0,2,
,,,,OVERVOTES,VOIDS/OVERVOTES,9,Palmyra,4,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,9,Palmyra,5,1,0,0,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,9,Palmyra,6,0,0,0,,0,0,
,,,,,,,,,4,0,0,,0,Text105:,4
,,,,OVERVOTES,VOIDS/OVERVOTES,10,Rose,1,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,10,Rose,2,1,0,0,,0,1,
,,,,,,,,,1,0,0,,0,Text105:,1
,,,,OVERVOTES,VOIDS/OVERVOTES,11,Savannah,1,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,11,Savannah,2,0,0,0,,0,0,
,,,,,,,,,0,0,0,,0,Text105:,0
,,,,OVERVOTES,VOIDS/OVERVOTES,12,Sodus,1,1,0,2,,0,3,
,,,,OVERVOTES,VOIDS/OVERVOTES,12,Sodus,2,1,0,0,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,12,Sodus,3,1,0,0,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,12,Sodus,4,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,12,Sodus,5,1,0,0,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,12,Sodus,6,0,0,0,,0,0,
,,,,,,,,,4,0,2,,0,Text105:,6
,,,,OVERVOTES,VOIDS/OVERVOTES,13,Walworth,1,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,13,Walworth,2,1,0,0,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,13,Walworth,3,4,0,0,,0,4,
,,,,OVERVOTES,VOIDS/OVERVOTES,13,Walworth,4,0,0,1,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,13,Walworth,5,0,0,0,,0,0,
,,,,,,,,,5,0,1,,0,Text105:,6
,,,,OVERVOTES,VOIDS/OVERVOTES,14,Williamson,1,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,14,Williamson,2,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,14,Williamson,3,1,0,0,,0,1,
,,,,OVERVOTES,VOIDS/OVERVOTES,14,Williamson,4,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,14,Williamson,5,1,0,0,,0,1,
,,,,,,,,,2,0,0,,0,Text105:,2
,,,,OVERVOTES,VOIDS/OVERVOTES,15,Wolcott,1,1,0,1,,0,2,
,,,,OVERVOTES,VOIDS/OVERVOTES,15,Wolcott,2,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,15,Wolcott,3,0,0,0,,0,0,
,,,,OVERVOTES,VOIDS/OVERVOTES,15,Wolcott,4,1,0,0,,0,1,
,,,,,,,,,2,0,1,,0,Text105:,3
,,,,,,,,,,,,,,Text81:,60
,,L02,GOVERNOR/LT GOV   * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,,,,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,1,Arcadia,1,11,0,1,,0,12,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,1,Arcadia,2,12,0,1,,0,13,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,1,Arcadia,3,7,0,1,,0,8,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,1,Arcadia,4,6,0,3,,0,9,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,1,Arcadia,5,10,0,1,,0,11,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,1,Arcadia,6,23,0,1,,0,24,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,1,Arcadia,7,7,0,2,,0,9,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,1,Arcadia,8,7,0,0,,0,7,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,1,Arcadia,9,14,0,0,,0,14,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,1,Arcadia,10,9,0,2,,0,11,
,,,,,,,,,106,0,12,,0,Text105:,118
,,,,UNDERVOTES,BLANKS/UNDERVOTES,2,Butler,1,16,0,10,,0,26,
,,,,,,,,,16,0,10,,0,Text105:,26
,,,,UNDERVOTES,BLANKS/UNDERVOTES,3,Galen,1,3,0,2,,0,5,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,3,Galen,2,5,0,1,,0,6,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,3,Galen,3,15,0,1,,0,16,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,3,Galen,4,9,0,0,,0,9,
,,,,,,,,,32,0,4,,0,Text105:,36
,,,,UNDERVOTES,BLANKS/UNDERVOTES,4,Huron,1,7,0,1,,0,8,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,4,Huron,2,4,0,1,,0,5,
,,,,,,,,,11,0,2,,0,Text105:,13
,,,,UNDERVOTES,BLANKS/UNDERVOTES,5,Lyons,1,6,0,1,,0,7,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,5,Lyons,2,0,0,0,,0,0,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,5,Lyons,3,7,0,1,,0,8,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,5,Lyons,4,4,0,0,,0,4,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,5,Lyons,5,6,0,1,,0,7,
,,,,,,,,,23,0,3,,0,Text105:,26
,,,,UNDERVOTES,BLANKS/UNDERVOTES,6,Macedon,1,6,0,3,,0,9,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,6,Macedon,2,11,0,0,,0,11,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,6,Macedon,3,9,0,2,,0,11,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,6,Macedon,4,7,0,0,,0,7,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,6,Macedon,5,11,0,1,,0,12,
,,,,,,,,,44,0,6,,0,Text105:,50
,,,,UNDERVOTES,BLANKS/UNDERVOTES,7,Marion,1,2,0,0,,0,2,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,7,Marion,2,6,0,2,,0,8,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,7,Marion,3,10,0,0,,0,10,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,7,Marion,4,3,0,1,,0,4,
,,,,,,,,,21,0,3,,0,Text105:,24
,,,,UNDERVOTES,BLANKS/UNDERVOTES,8,Ontario,1,13,0,1,,0,14,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,8,Ontario,2,14,0,2,,0,16,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,8,Ontario,3,16,0,1,,0,17,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,8,Ontario,4,4,0,0,,0,4,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,8,Ontario,5,6,0,1,,0,7,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,8,Ontario,6,10,0,3,,0,13,
,,,,,,,,,63,0,8,,0,Text105:,71
,,,,UNDERVOTES,BLANKS/UNDERVOTES,9,Palmyra,1,7,0,0,,0,7,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,9,Palmyra,2,7,0,1,,0,8,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,9,Palmyra,3,8,0,0,,0,8,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,9,Palmyra,4,5,0,1,,0,6,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,9,Palmyra,5,4,0,1,,0,5,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,9,Palmyra,6,5,0,1,,0,6,
,,,,,,,,,36,0,4,,0,Text105:,40
,,,,UNDERVOTES,BLANKS/UNDERVOTES,10,Rose,1,10,0,4,,0,14,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,10,Rose,2,9,0,0,,0,9,
,,,,,,,,,19,0,4,,0,Text105:,23
,,,,UNDERVOTES,BLANKS/UNDERVOTES,11,Savannah,1,4,0,2,,0,6,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,11,Savannah,2,3,0,0,,0,3,
,,,,,,,,,7,0,2,,0,Text105:,9
,,,,UNDERVOTES,BLANKS/UNDERVOTES,12,Sodus,1,10,0,1,,0,11,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,12,Sodus,2,5,0,2,,0,7,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,12,Sodus,3,7,0,0,,0,7,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,12,Sodus,4,7,0,0,,0,7,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,12,Sodus,5,4,0,1,,0,5,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,12,Sodus,6,4,0,0,,0,4,
,,,,,,,,,37,0,4,,0,Text105:,41
,,,,UNDERVOTES,BLANKS/UNDERVOTES,13,Walworth,1,10,0,3,,0,13,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,13,Walworth,2,15,0,6,,0,21,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,13,Walworth,3,11,0,0,,0,11,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,13,Walworth,4,8,0,0,,0,8,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,13,Walworth,5,8,0,1,,0,9,
,,,,,,,,,52,0,10,,0,Text105:,62
,,,,UNDERVOTES,BLANKS/UNDERVOTES,14,Williamson,1,5,0,2,,0,7,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,14,Williamson,2,16,0,1,,0,17,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,14,Williamson,3,4,0,1,,0,5,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,14,Williamson,4,3,1,2,,0,6,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,14,Williamson,5,8,0,0,,0,8,
,,,,,,,,,36,1,6,,0,Text105:,43
,,,,UNDERVOTES,BLANKS/UNDERVOTES,15,Wolcott,1,6,0,0,,0,6,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,15,Wolcott,2,3,0,0,,0,3,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,15,Wolcott,3,3,0,2,,0,5,
,,,,UNDERVOTES,BLANKS/UNDERVOTES,15,Wolcott,4,8,0,7,,0,15,
,,,,,,,,,20,0,9,,0,Text105:,29
,,,,,,,,,,,,,,Text81:,611
,3,,,,,,,,,,,,,,
,,A03,COMPTROLLER   * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,,,,
,,,,DINAPOLI,DEMOCRATIC,1,Arcadia,1,119,0,6,,0,125,
,,,,DINAPOLI,DEMOCRATIC,1,Arcadia,2,158,0,12,,0,170,
,,,,DINAPOLI,DEMOCRATIC,1,Arcadia,3,124,0,11,,0,135,
,,,,DINAPOLI,DEMOCRATIC,1,Arcadia,4,97,0,16,,0,113,
,,,,DINAPOLI,DEMOCRATIC,1,Arcadia,5,114,0,12,,0,126,
,,,,DINAPOLI,DEMOCRATIC,1,Arcadia,6,171,0,13,,0,184,
,,,,DINAPOLI,DEMOCRATIC,1,Arcadia,7,130,0,20,,0,150,
,,,,DINAPOLI,DEMOCRATIC,1,Arcadia,8,73,0,7,,0,80,
,,,,DINAPOLI,DEMOCRATIC,1,Arcadia,9,112,0,7,,0,119,
,,,,DINAPOLI,DEMOCRATIC,1,Arcadia,10,136,0,12,,0,148,
,,,,,,,,,1234,0,116,,0,Text105:,1350
,,,,DINAPOLI,DEMOCRATIC,2,Butler,1,103,0,6,,0,109,
,,,,,,,,,103,0,6,,0,Text105:,109
,,,,DINAPOLI,DEMOCRATIC,3,Galen,1,69,0,2,,0,71,
,,,,DINAPOLI,DEMOCRATIC,3,Galen,2,68,0,6,,0,74,
,,,,DINAPOLI,DEMOCRATIC,3,Galen,3,104,0,11,,0,115,
,,,,DINAPOLI,DEMOCRATIC,3,Galen,4,94,0,4,,0,98,
,,,,,,,,,335,0,23,,0,Text105:,358
,,,,DINAPOLI,DEMOCRATIC,4,Huron,1,88,0,1,,0,89,
,,,,DINAPOLI,DEMOCRATIC,4,Huron,2,107,0,4,,0,111,
,,,,,,,,,195,0,5,,0,Text105:,200
,,,,DINAPOLI,DEMOCRATIC,5,Lyons,1,91,0,8,,0,99,
,,,,DINAPOLI,DEMOCRATIC,5,Lyons,2,69,0,7,,0,76,
,,,,DINAPOLI,DEMOCRATIC,5,Lyons,3,102,0,8,,0,110,
,,,,DINAPOLI,DEMOCRATIC,5,Lyons,4,94,0,5,,0,99,
,,,,DINAPOLI,DEMOCRATIC,5,Lyons,5,59,0,2,,0,61,
,,,,,,,,,415,0,30,,0,Text105:,445
,,,,DINAPOLI,DEMOCRATIC,6,Macedon,1,118,0,10,,0,128,
,,,,DINAPOLI,DEMOCRATIC,6,Macedon,2,204,0,2,,0,206,
,,,,DINAPOLI,DEMOCRATIC,6,Macedon,3,166,0,13,,0,179,
,,,,DINAPOLI,DEMOCRATIC,6,Macedon,4,111,0,5,,0,116,
,,,,DINAPOLI,DEMOCRATIC,6,Macedon,5,137,0,4,,0,141,
,,,,,,,,,736,0,34,,0,Text105:,770
,,,,DINAPOLI,DEMOCRATIC,7,Marion,1,84,0,4,,0,88,
,,,,DINAPOLI,DEMOCRATIC,7,Marion,2,66,0,2,,0,68,
,,,,DINAPOLI,DEMOCRATIC,7,Marion,3,100,0,4,,0,104,
,,,,DINAPOLI,DEMOCRATIC,7,Marion,4,68,0,1,,0,69,
,,,,,,,,,318,0,11,,0,Text105:,329
,,,,DINAPOLI,DEMOCRATIC,8,Ontario,1,99,0,1,,0,100,
,,,,DINAPOLI,DEMOCRATIC,8,Ontario,2,223,0,8,,0,231,
,,,,DINAPOLI,DEMOCRATIC,8,Ontario,3,168,0,6,,0,174,
,,,,DINAPOLI,DEMOCRATIC,8,Ontario,4,82,0,3,,0,85,
,,,,DINAPOLI,DEMOCRATIC,8,Ontario,5,140,0,3,,0,143,
,,,,DINAPOLI,DEMOCRATIC,8,Ontario,6,219,0,11,,0,230,
,,,,,,,,,931,0,32,,0,Text105:,963
,,,,DINAPOLI,DEMOCRATIC,9,Palmyra,1,90,0,5,,0,95,
,,,,DINAPOLI,DEMOCRATIC,9,Palmyra,2,109,0,11,,0,120,
,,,,DINAPOLI,DEMOCRATIC,9,Palmyra,3,96,0,6,,0,102,
,,,,DINAPOLI,DEMOCRATIC,9,Palmyra,4,118,0,4,,0,122,
,,,,DINAPOLI,DEMOCRATIC,9,Palmyra,5,114,0,3,,0,117,
,,,,DINAPOLI,DEMOCRATIC,9,Palmyra,6,87,0,7,,0,94,
,,,,,,,,,614,0,36,,0,Text105:,650
,,,,DINAPOLI,DEMOCRATIC,10,Rose,1,99,0,7,,0,106,
,,,,DINAPOLI,DEMOCRATIC,10,Rose,2,97,0,4,,0,101,
,,,,,,,,,196,0,11,,0,Text105:,207
,,,,DINAPOLI,DEMOCRATIC,11,Savannah,1,44,0,5,,0,49,
,,,,DINAPOLI,DEMOCRATIC,11,Savannah,2,60,0,6,,0,66,
,,,,,,,,,104,0,11,,0,Text105:,115
,,,,DINAPOLI,DEMOCRATIC,12,Sodus,1,110,0,16,,0,126,
,,,,DINAPOLI,DEMOCRATIC,12,Sodus,2,94,0,5,,0,99,
,,,,DINAPOLI,DEMOCRATIC,12,Sodus,3,78,0,10,,0,88,
,,,,DINAPOLI,DEMOCRATIC,12,Sodus,4,111,0,9,,0,120,
,,,,DINAPOLI,DEMOCRATIC,12,Sodus,5,97,0,10,,0,107,
,,,,DINAPOLI,DEMOCRATIC,12,Sodus,6,102,0,9,,0,111,
,,,,,,,,,592,0,59,,0,Text105:,651
,,,,DINAPOLI,DEMOCRATIC,13,Walworth,1,117,0,3,,0,120,
,,,,DINAPOLI,DEMOCRATIC,13,Walworth,2,299,0,8,,0,307,
,,,,DINAPOLI,DEMOCRATIC,13,Walworth,3,159,0,8,,0,167,
,,,,DINAPOLI,DEMOCRATIC,13,Walworth,4,152,0,7,,0,159,
,,,,DINAPOLI,DEMOCRATIC,13,Walworth,5,120,0,13,,0,133,
,,,,,,,,,847,0,39,,0,Text105:,886
,,,,DINAPOLI,DEMOCRATIC,14,Williamson,1,77,0,2,,0,79,
,,,,DINAPOLI,DEMOCRATIC,14,Williamson,2,172,0,4,,0,176,
,,,,DINAPOLI,DEMOCRATIC,14,Williamson,3,169,0,7,,0,176,
,,,,DINAPOLI,DEMOCRATIC,14,Williamson,4,72,15,2,,0,89,
,,,,DINAPOLI,DEMOCRATIC,14,Williamson,5,124,0,5,,0,129,
,,,,,,,,,614,15,20,,0,Text105:,649
,,,,DINAPOLI,DEMOCRATIC,15,Wolcott,1,76,0,5,,0,81,
,,,,DINAPOLI,DEMOCRATIC,15,Wolcott,2,23,0,0,,0,23,
,,,,DINAPOLI,DEMOCRATIC,15,Wolcott,3,58,0,3,,0,61,
,,,,DINAPOLI,DEMOCRATIC,15,Wolcott,4,74,0,7,,0,81,
,,,,,,,,,231,0,15,,0,Text105:,246
,,,,,,,,,,,,,,Text81:,7928
,,B03,COMPTROLLER   * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,,,,
,,,,ANTONACCI,REPUBLICAN,1,Arcadia,1,222,0,7,,0,229,
,,,,ANTONACCI,REPUBLICAN,1,Arcadia,2,193,0,11,,0,204,
,,,,ANTONACCI,REPUBLICAN,1,Arcadia,3,83,0,9,,0,92,
,,,,ANTONACCI,REPUBLICAN,1,Arcadia,4,86,0,17,,0,103,
,,,,ANTONACCI,REPUBLICAN,1,Arcadia,5,78,0,8,,0,86,
,,,,ANTONACCI,REPUBLICAN,1,Arcadia,6,176,0,16,,0,192,
,,,,ANTONACCI,REPUBLICAN,1,Arcadia,7,109,0,18,,0,127,
,,,,ANTONACCI,REPUBLICAN,1,Arcadia,8,71,0,4,,0,75,
,,,,ANTONACCI,REPUBLICAN,1,Arcadia,9,95,0,5,,0,100,
,,,,ANTONACCI,REPUBLICAN,1,Arcadia,10,163,0,7,,0,170,
,,,,,,,,,1276,0,102,,0,Text105:,1378
,,,,ANTONACCI,REPUBLICAN,2,Butler,1,203,0,9,,0,212,
,,,,,,,,,203,0,9,,0,Text105:,212
,,,,ANTONACCI,REPUBLICAN,3,Galen,1,108,0,5,,0,113,
,,,,ANTONACCI,REPUBLICAN,3,Galen,2,113,0,3,,0,116,
,,,,ANTONACCI,REPUBLICAN,3,Galen,3,100,0,5,,0,105,
,,,,ANTONACCI,REPUBLICAN,3,Galen,4,65,0,5,,0,70,
,,,,,,,,,386,0,18,,0,Text105:,404
,,,,ANTONACCI,REPUBLICAN,4,Huron,1,121,0,18,,0,139,
,,,,ANTONACCI,REPUBLICAN,4,Huron,2,149,0,10,,0,159,
,,,,,,,,,270,0,28,,0,Text105:,298
,,,,ANTONACCI,REPUBLICAN,5,Lyons,1,114,0,8,,0,122,
,,,,ANTONACCI,REPUBLICAN,5,Lyons,2,85,0,6,,0,91,
,,,,ANTONACCI,REPUBLICAN,5,Lyons,3,67,0,3,,0,70,
,,,,ANTONACCI,REPUBLICAN,5,Lyons,4,99,0,5,,0,104,
,,,,ANTONACCI,REPUBLICAN,5,Lyons,5,101,0,6,,0,107,
,,,,,,,,,466,0,28,,0,Text105:,494
,,,,ANTONACCI,REPUBLICAN,6,Macedon,1,217,0,9,,0,226,
,,,,ANTONACCI,REPUBLICAN,6,Macedon,2,320,0,8,,0,328,
,,,,ANTONACCI,REPUBLICAN,6,Macedon,3,268,0,13,,0,281,
,,,,ANTONACCI,REPUBLICAN,6,Macedon,4,184,0,10,,0,194,
,,,,ANTONACCI,REPUBLICAN,6,Macedon,5,186,0,8,,0,194,
,,,,,,,,,1175,0,48,,0,Text105:,1223
,,,,ANTONACCI,REPUBLICAN,7,Marion,1,135,0,1,,0,136,
,,,,ANTONACCI,REPUBLICAN,7,Marion,2,165,0,6,,0,171,
,,,,ANTONACCI,REPUBLICAN,7,Marion,3,181,0,7,,0,188,
,,,,ANTONACCI,REPUBLICAN,7,Marion,4,177,0,8,,0,185,
,,,,,,,,,658,0,22,,0,Text105:,680
,,,,ANTONACCI,REPUBLICAN,8,Ontario,1,238,0,16,,0,254,
,,,,ANTONACCI,REPUBLICAN,8,Ontario,2,291,0,6,,0,297,
,,,,ANTONACCI,REPUBLICAN,8,Ontario,3,315,0,12,,0,327,
,,,,ANTONACCI,REPUBLICAN,8,Ontario,4,131,0,5,,0,136,
,,,,ANTONACCI,REPUBLICAN,8,Ontario,5,158,0,7,,0,165,
,,,,ANTONACCI,REPUBLICAN,8,Ontario,6,306,0,18,,0,324,
,,,,,,,,,1439,0,64,,0,Text105:,1503
,,,,ANTONACCI,REPUBLICAN,9,Palmyra,1,126,0,7,,0,133,
,,,,ANTONACCI,REPUBLICAN,9,Palmyra,2,126,0,3,,0,129,
,,,,ANTONACCI,REPUBLICAN,9,Palmyra,3,83,0,2,,0,85,
,,,,ANTONACCI,REPUBLICAN,9,Palmyra,4,192,0,10,,0,202,
,,,,ANTONACCI,REPUBLICAN,9,Palmyra,5,179,0,8,,0,187,
,,,,ANTONACCI,REPUBLICAN,9,Palmyra,6,142,0,6,,0,148,
,,,,,,,,,848,0,36,,0,Text105:,884
,,,,ANTONACCI,REPUBLICAN,10,Rose,1,131,0,6,,0,137,
,,,,ANTONACCI,REPUBLICAN,10,Rose,2,143,0,9,,0,152,
,,,,,,,,,274,0,15,,0,Text105:,289
,,,,ANTONACCI,REPUBLICAN,11,Savannah,1,89,0,7,,0,96,
,,,,ANTONACCI,REPUBLICAN,11,Savannah,2,97,0,6,,0,103,
,,,,,,,,,186,0,13,,0,Text105:,199
,,,,ANTONACCI,REPUBLICAN,12,Sodus,1,119,0,13,,0,132,
,,,,ANTONACCI,REPUBLICAN,12,Sodus,2,154,0,8,,0,162,
,,,,ANTONACCI,REPUBLICAN,12,Sodus,3,138,0,9,,0,147,
,,,,ANTONACCI,REPUBLICAN,12,Sodus,4,170,0,6,,0,176,
,,,,ANTONACCI,REPUBLICAN,12,Sodus,5,130,0,8,,0,138,
,,,,ANTONACCI,REPUBLICAN,12,Sodus,6,176,0,7,,0,183,
,,,,,,,,,887,0,51,,0,Text105:,938
,,,,ANTONACCI,REPUBLICAN,13,Walworth,1,208,0,7,,0,215,
,,,,ANTONACCI,REPUBLICAN,13,Walworth,2,381,0,14,,0,395,
,,,,ANTONACCI,REPUBLICAN,13,Walworth,3,277,0,8,,0,285,
,,,,ANTONACCI,REPUBLICAN,13,Walworth,4,196,0,3,,0,199,
,,,,ANTONACCI,REPUBLICAN,13,Walworth,5,197,0,17,,0,214,
,,,,,,,,,1259,0,49,,0,Text105:,1308
,,,,ANTONACCI,REPUBLICAN,14,Williamson,1,124,0,3,,0,127,
,,,,ANTONACCI,REPUBLICAN,14,Williamson,2,220,0,9,,0,229,
,,,,ANTONACCI,REPUBLICAN,14,Williamson,3,280,0,10,,0,290,
,,,,ANTONACCI,REPUBLICAN,14,Williamson,4,139,20,3,,0,162,
,,,,ANTONACCI,REPUBLICAN,14,Williamson,5,231,0,8,,0,239,
,,,,,,,,,994,20,33,,0,Text105:,1047
,,,,ANTONACCI,REPUBLICAN,15,Wolcott,1,99,0,5,,0,104,
,,,,ANTONACCI,REPUBLICAN,15,Wolcott,2,62,0,1,,0,63,
,,,,ANTONACCI,REPUBLICAN,15,Wolcott,3,147,0,6,,0,153,
,,,,ANTONACCI,REPUBLICAN,15,Wolcott,4,156,0,10,,0,166,
,,,,,,,,,464,0,22,,0,Text105:,486
,,,,,,,,,,,,,,Text81:,11343
