PRESIDENT,District #,Vote,Obama D,McCain R,McCain IDC,McCain C,Obama WF,Calero SW,LaRiva S&L,McKinney G,Barr L,Nader Pop,Write-in,Void/Blank
,31|,489,156,241,31,17,0,44,|,,,,,
,32|,411,160,159,19,8,0,65,|,,,,,
,33|,441,121,240,16,21,2,41,|,,,,,
,34|,271,73,136,9,12,0,41,|,,,,,
,35|,428,113,231,26,18,0,40,|,,,,,
,36|,565,157,294,27,31,0,56,|,,,,,
SKANEATELES,01|,646,137,404,31,17,0,57,|,,,,,
,02|,597,134,346,36,28,0,53,|,,,,,
,03|,527,132,294,31,9,0,61,|,,,,,
,04|,648,150,383,44,26,0,45,|,,,,,
,05|,663,159,373,35,32,0,64,|,,,,,
,06|,360,81,194,21,16,0,48,|,,,,,
,07|,593,154,339,44,13,0,43,|,,,,,
,08|,516,129,304,17,23,0,43,|,,,,,
VAN BUREN,01|,505,99,278,26,58,0,44,|,,,,,
,02|,377,97,185,21,29,1,44,|,,,,,
,03|,321,98,149,20,16,0,38,|,,,,,
,04|,817,186,473,34,39,0,85,|,,,,,
,05|,551,144,282,35,28,0,62,|,,,,,
,06|,482,146,224,35,22,0,55,|,,,,,
,07|,431,104,244,17,21,0,45,|,,,,,
,08|,583,165,285,41,24,0,68,|,,,,,
,09|,742,161,403,44,60,0,74,|,,,,,
,10|,441,121,229,22,30,0,39,|,,,,,
,11|,451,128,232,24,22,0,45,|,,,,,
,12|,492,148,247,23,20,0,54,|,,,,,
TOWN TOTAL,|,116401,29695,62752,6325,5492,16,12121,|,,,,,
GRAND TOTAL,|,142741,39431,73654,7695,6446,17,15498,|,,,,,
,,,,,,,,,,,,,,
STATE SENATE 50,Voted,Mulcahy D,DeFrancisco R,DeFrancisco IDC,DeFrancisco C,Write in,Voids/Blanks,,,,,,,
,,,,,,,,,,,,,,
1ST  WARD   ,|  2604,897,1091,143,97,0,376,,,,,,,
2ND  WARD   ,|  1108,477,363,61,30,0,177,,,,,,,
3RD  WARD   ,|  2585,853,1104,135,105,0,388,,,,,,,
4TH  WARD   ,|  4748,1642,2104,270,177,1,554,,,,,,,
5TH  WARD   ,|  3031,1002,1399,187,113,0,330,,,,,,,
6TH  WARD   ,|   555,238,183,26,13,0,95,,,,,,,
7TH  WARD   ,|  1346,464,605,66,55,0,156,,,,,,,
8TH  WARD   ,|  1291,499,523,66,43,0,160,,,,,,,
9TH  WARD   ,|   466,213,151,18,6,0,78,,,,,,,
10TH WARD   ,|   237,136,45,5,5,0,46,,,,,,,
11TH WARD   ,|  2598,1005,1043,134,79,0,337,,,,,,,
12TH WARD   ,|   765,309,301,37,37,0,81,,,,,,,
13TH WARD   ,|  3016,1316,1084,130,96,0,390,,,,,,,
14TH WARD   ,|  1990,685,906,92,98,0,209,,,,,,,
WARD   TOTAL,| 26340,9736,10902,1370,954,1,3377,,,,,,,
CAMILLUS    ,| 13623,3190,7793,723,661,2,1254,,,,,,,
CLAY        ,| 28689,7936,14639,1462,1273,1,3378,,,,,,,
ELBRIDGE    ,|  2818,582,1536,208,190,1,301,,,,,,,
GEDDES      ,|  9363,2265,5242,534,383,1,938,,,,,,,
LAFAYETTE   ,|  2793,599,1534,153,180,1,326,,,,,,,
LYSANDER    ,| 11166,2648,6368,613,518,0,1019,,,,,,,
MARCELLUS   ,|  3640,839,2090,240,184,0,287,,,,,,,
ONONDAGA    ,| 12015,3076,6528,665,571,6,1169,,,,,,,
OTISCO      ,|  1378,280,803,77,84,0,134,,,,,,,
POMPEY      ,|  3944,988,2167,154,223,0,412,,,,,,,
SALINA      ,| 16229,4619,8184,895,692,3,1836,,,,,,,
SKANEATELES ,|  4550,1076,2637,259,164,0,414,,,,,,,
VAN BUREN   ,|  6193,1597,3231,342,369,1,653,,,,,,,
TOWN   TOTAL,|116401,29695,62752,6325,5492,16,12121,,,,,,,
GRAND  TOTAL,|142741,39431,73654,7695,6446,17,15498,,,,,,,
,,,,,,,,,,,,,,
ASSEMBLY 119,District #,Vote,Christensen D,Fitch R,Christensen IDC,Fitch C,Christensen WF,Write-in,Void/Blank,,,,,
,,,,,,,,,,,,,,
5TH WARD,08|,0,0,0,0,0,0,0,0,,,,,
8TH WARD,01|,345,219,15,1,2,9,0,99,,,,,
,03|,216,153,17,3,3,7,0,33,,,,,
9TH WARD,05|,448,269,8,5,0,16,0,150,,,,,
10TH WARD,01|,237,144,28,5,9,5,0,46,,,,,
,03|,399,236,25,8,7,19,0,104,,,,,
,04|,291,219,6,3,5,11,0,47,,,,,
,05|,268,170,23,5,4,3,0,63,,,,,
11TH WARD,05|,227,148,17,3,4,13,0,42,,,,,
12TH WARD,01|,513,375,14,4,2,14,0,104,,,,,
,02|,276,214,6,1,3,5,0,47,,,,,
,03|,43,27,10,0,2,0,0,4,,,,,
,04|,455,293,54,13,1,12,0,82,,,,,
13TH WARD,01|,588,422,33,6,3,13,0,111,,,,,
,02|,305,206,29,11,1,8,0,50,,,,,
,06|,576,424,18,6,6,11,0,111,,,,,
,07|,71,52,5,2,0,1,0,11,,,,,
14TH WARD,01|,377,297,11,4,3,13,0,49,,,,,
,02|,335,255,20,5,1,4,0,50,,,,,
,03|,544,392,43,5,10,11,0,83,,,,,
,08|,412,272,35,7,8,8,0,82,,,,,
15TH WARD,02|,66,40,4,1,1,4,0,16,,,,,
,04|,111,73,3,1,2,2,0,30,,,,,
17TH WARD,01|,429,295,41,10,12,35,0,36,,,,,
,02|,454,318,53,7,8,24,0,44,,,,,
,03|,392,263,34,6,3,39,0,47,,,,,
,04|,414,284,34,5,7,33,0,51,,,,,
,05|,373,234,22,1,2,46,0,68,,,,,
,06|,409,350,12,1,1,4,0,41,,,,,
,07|,581,426,48,5,7,23,0,72,,,,,
,08|,396,286,47,6,5,12,0,40,,,,,
,09|,530,373,81,9,4,29,0,34,,,,,
,10|,516,393,38,5,3,7,0,70,,,,,
,11|,354,278,18,5,7,8,0,38,,,,,
,12|,454,320,60,13,6,25,0,30,,,,,
,13|,477,324,74,9,13,15,0,42,,,,,
,14|,472,352,35,12,4,13,0,56,,,,,
,15|,607,400,121,13,17,21,0,35,,,,,
,16|,391,257,55,10,5,20,0,44,,,,,
,17|,297,198,46,6,2,11,0,34,,,,,
18TH WARD,01|,359,265,5,2,2,1,0,84,,,,,
,02|,514,392,16,4,7,20,0,75,,,,,
19TH WARD,01|,444,15,20,0,3,6,0,400,,,,,
,02|,402,293,13,3,3,10,0,80,,,,,
,04|,373,264,11,3,1,2,0,92,,,,,
,05|,488,345,22,3,6,14,0,98,,,,,
WARD TOTAL,|,17229,11825,1330,237,205,607,0,3025,,,,,
,,,,,,,,,,,,,,
ASSEMBLY 119,District #,Vote,Christensen D,Fitch R,Christensen IDC,Fitch C,Christensen WF,Write-in,Void/Blank,,,,,
,,,,,,,,,,,,,,
DEWITT,01|,532,268,157,15,32,9,0,51,,,,,
,02|,680,412,167,14,17,16,0,54,,,,,
,03|,548,331,138,12,20,13,0,34,,,,,
,04|,595,305,193,24,18,12,0,43,,,,,
,05|,588,338,156,14,17,13,0,50,,,,,
,06|,601,315,198,16,9,9,0,54,,,,,
,07|,392,210,85,12,18,20,0,47,,,,,
,08|,374,182,112,11,12,12,0,45,,,,,
,09|,380,200,74,16,20,17,0,53,,,,,
,10|,584,347,153,11,23,11,0,39,,,,,
,11|,421,207,105,20,18,14,0,57,,,,,
,12|,499,231,146,29,23,18,0,52,,,,,
,13|,356,189,89,9,15,8,0,46,,,,,
,14|,393,237,65,6,8,15,0,62,,,,,
,15|,454,218,166,15,11,12,0,32,,,,,
,16|,341,212,73,13,11,3,0,29,,,,,
,17|,206,115,43,7,9,11,0,21,,,,,
,18|,444,249,117,11,13,8,0,46,,,,,
,19|,632,305,216,16,18,14,0,63,,,,,
,20|,584,268,179,30,37,14,0,56,,,,,
,21|,681,368,150,24,22,25,0,92,,,,,
,22|,401,269,53,11,8,8,0,52,,,,,
,23|,744,376,262,13,21,20,0,52,,,,,
,24|,554,341,123,9,13,18,0,50,,,,,
,25|,473,251,100,21,18,17,0,66,,,,,
,26|,441,235,119,17,16,4,0,50,,,,,
,27|,390,180,149,7,12,6,0,36,,,,,
ONONDAGA,01|,514,204,190,24,28,20,0,48,,,,,
,02|,731,335,251,29,19,12,1,84,,,,,
,03|,659,285,254,25,31,7,0,57,,,,,
,04|,599,308,157,27,28,23,0,56,,,,,
,05|,743,366,199,33,23,20,0,102,,,,,
,06|,507,227,160,29,18,7,0,66,,,,,
,07|,296,119,103,12,21,11,0,30,,,,,
,08|,382,213,72,28,18,6,0,45,,,,,
,09|,723,311,250,30,37,20,0,75,,,,,
,10|,551,215,196,24,31,24,0,61,,,,,
,11|,574,242,213,28,32,13,0,46,,,,,
,12|,523,243,173,29,18,12,0,48,,,,,
,13|,715,320,261,30,28,15,0,61,,,,,
,14|,672,303,221,22,22,15,0,89,,,,,
,15|,373,201,108,13,13,6,0,32,,,,,
,16|,666,317,208,26,31,8,0,76,,,,,
,17|,837,335,320,41,32,14,0,95,,,,,
,18|,584,276,178,30,25,10,0,65,,,,,
,19|,405,163,142,19,32,13,0,36,,,,,
,20|,367,149,109,18,38,7,0,46,,,,,
,21|,594,286,195,25,35,12,0,41,,,,,
SALINA,01|,534,240,196,14,22,10,0,52,,,,,
,02|,390,171,135,13,17,13,0,41,,,,,
,03|,576,231,237,20,34,20,0,34,,,,,
,04|,402,192,142,12,11,8,0,37,,,,,
,05|,433,211,135,10,13,5,0,59,,,,,
,06|,383,199,94,7,12,10,0,61,,,,,
,07|,518,248,126,16,17,20,0,91,,,,,
,08|,533,238,182,16,26,8,0,63,,,,,
,09|,275,147,59,13,7,5,0,44,,,,,
,10|,483,241,131,12,13,9,0,77,,,,,
,11|,294,133,103,15,13,5,0,25,,,,,
,12|,590,270,209,10,14,14,0,73,,,,,
,13|,485,212,153,23,25,13,0,59,,,,,
,14|,391,150,156,15,18,8,0,44,,,,,
,15|,376,195,89,24,13,8,0,47,,,,,
,16|,529,232,147,21,32,13,0,84,,,,,
,17|,444,211,114,15,19,19,0,66,,,,,
,18|,413,217,96,19,12,19,0,50,,,,,
,19|,494,219,139,29,15,19,0,73,,,,,
,20|,606,309,157,27,22,18,0,73,,,,,
,21|,413,182,122,11,22,22,0,54,,,,,
,22|,368,174,82,16,23,12,0,61,,,,,
,23|,466,222,151,11,14,6,0,62,,,,,
,24|,561,275,151,22,29,14,0,70,,,,,
,25|,507,212,178,19,22,14,0,62,,,,,
,26|,380,180,124,11,7,10,0,48,,,,,
,27|,321,139,88,19,12,13,0,50,,,,,
,28|,288,124,75,10,17,9,0,53,,,,,
,29|,532,258,150,16,20,12,0,76,,,,,
,30|,639,293,190,25,24,19,0,88,,,,,
,31|,489,249,132,17,17,7,0,67,,,,,
,32|,411,194,118,9,8,9,0,73,,,,,
,33|,441,195,141,9,20,12,0,64,,,,,
,34|,271,132,70,9,8,8,0,44,,,,,
,35|,428,211,135,11,15,4,0,52,,,,,
,36|,565,264,190,17,27,10,0,57,,,,,
TOWN TOTAL,|,41532,20147,12445,1508,1659,1047,1,4725,,,,,
GRAND TOTAL,|,58761,31972,13775,1745,1864,1654,1,7750,,,,,
,,,,,,,,,,,,,,
ASSEMBLY 119,District #,Vote,Christensen D,Fitch R,Christensen IDC,Fitch C,Christensen WF,Write-in,Voids/Blanks,,,,,
,,,,,,,,,,,,,,
5TH  WARD   ,,0,0,0,0,0,0,0,0,,,,,
8TH  WARD   ,,561,372,32,4,5,16,0,132,,,,,
9TH  WARD   ,,448,269,8,5,0,16,0,150,,,,,
10TH WARD   ,,1195,769,82,21,25,38,0,260,,,,,
11TH WARD   ,,227,148,17,3,4,13,0,42,,,,,
12TH WARD   ,,1287,909,84,18,8,31,0,237,,,,,
13TH WARD   ,,1540,1104,85,25,10,33,0,283,,,,,
14TH WARD   ,,1668,1216,109,21,22,36,0,264,,,,,
15TH WARD   ,,177,113,7,2,3,6,0,46,,,,,
17TH WARD   ,,7546,5351,819,123,106,365,0,782,,,,,
18TH WARD   ,,873,657,21,6,9,21,0,159,,,,,
19TH WARD   ,,1707,917,66,9,13,32,0,670,,,,,
WARD   TOTAL,,17229,11825,1330,237,205,607,0,3025,,,,,
DEWITT      ,,13288,7159,3588,403,459,347,0,1332,,,,,
ONONDAGA    ,,12015,5418,3960,542,560,275,1,1259,,,,,
SALINA      ,,16229,7570,4897,563,640,425,0,2134,,,,,
TOWN   TOTAL,,41532,20147,12445,1508,1659,1047,1,4725,,,,,
GRAND  TOTAL,,58761,31972,13775,1745,1864,1654,1,7750,,,,,
,,,,,,,,,,,,,,
ASSEMBLY 120,District #,Vote,Magnarelli D,Rounds C,Magnarelli IDC,Rounds C,Magnarelli WF,Write-in,Void/Blank,,,,,
,,,,,,,,,,,,,,
1ST WARD,01|,397,240,71,27,11,14,0,34,,,,,
,02|,305,167,57,15,7,7,0,52,,,,,
,03|,375,230,59,17,9,10,0,50,,,,,
,04|,388,220,57,18,12,16,0,65,,,,,
,05|,274,160,47,14,4,8,0,41,,,,,
,06|,263,153,29,13,5,9,0,54,,,,,
,07|,300,193,49,13,2,12,0,31,,,,,
,08|,302,196,40,17,6,12,0,31,,,,,
2ND WARD,01|,330,183,63,12,8,13,0,51,,,,,
,02|,421,254,66,17,10,11,0,63,,,,,
,03|,357,214,40,12,10,19,0,62,,,,,
3RD WARD,01|,105,54,19,6,0,5,0,21,,,,,
,02|,369,232,44,17,4,14,0,58,,,,,
,03|,489,293,83,19,14,14,0,66,,,,,
,04|,370,210,42,23,9,15,0,71,,,,,
,05|,367,199,61,37,5,14,0,51,,,,,
,06|,425,259,69,16,14,11,0,56,,,,,
,07|,460,266,84,21,16,14,0,59,,,,,
4TH WARD,01|,414,251,47,15,21,10,0,70,,,,,
,02|,420,252,63,24,22,15,0,44,,,,,
,03|,509,298,105,37,8,13,0,48,,,,,
,04|,411,237,83,29,11,11,0,40,,,,,
,05|,528,308,119,15,13,17,1,55,,,,,
,06|,393,237,87,18,9,12,0,30,,,,,
,07|,417,252,85,17,13,4,0,46,,,,,
,08|,566,351,71,29,13,19,0,83,,,,,
,09|,420,247,59,33,8,20,0,53,,,,,
,10|,380,247,57,17,8,15,0,36,,,,,
,11|,290,169,43,15,6,9,0,48,,,,,
5TH WARD,01|,600,393,70,32,12,26,0,67,,,,,
,02|,321,186,68,15,10,11,0,31,,,,,
,04|,491,299,70,24,20,22,0,56,,,,,
,05|,392,242,72,13,10,15,0,40,,,,,
,06|,516,326,81,22,9,26,0,52,,,,,
,07|,508,307,78,35,18,15,0,55,,,,,
,09|,457,268,89,24,22,16,0,38,,,,,
,10|,564,346,86,28,10,20,0,74,,,,,
,11|,495,317,87,14,11,13,0,53,,,,,
6TH WARD,01|,459,311,44,19,4,20,0,61,,,,,
,02|,477,315,53,19,9,13,0,68,,,,,
,03|,367,222,37,18,8,11,1,70,,,,,
,04|,188,127,23,7,0,5,0,26,,,,,
,05|,397,243,72,15,14,13,0,40,,,,,
,06|,269,168,36,6,4,8,0,47,,,,,
,07|,370,223,46,13,5,21,0,62,,,,,
7TH WARD,01|,312,180,60,11,5,9,0,47,,,,,
,02|,394,227,78,17,10,19,0,43,,,,,
,03|,363,221,61,22,7,10,0,42,,,,,
,04|,277,168,46,13,8,7,0,35,,,,,
8TH WARD,02|,446,268,80,24,13,14,0,47,,,,,
,04|,174,95,20,8,7,5,0,39,,,,,
,05|,455,299,73,21,6,10,0,46,,,,,
9TH WARD,01|,309,185,46,6,7,7,0,58,,,,,
,02|,425,250,63,11,4,17,0,80,,,,,
,03|,41,28,5,1,0,2,0,5,,,,,
10TH WARD,02|,27,16,1,1,0,2,0,7,,,,,
11TH WARD,01|,281,176,28,11,8,5,0,53,,,,,
,02|,336,209,36,13,8,17,0,53,,,,,
,03|,429,277,56,14,7,14,0,61,,,,,
,04|,371,242,67,14,9,7,0,32,,,,,
,06|,90,59,10,3,3,2,0,13,,,,,
,07|,427,219,132,21,14,5,0,36,,,,,
,08|,437,283,83,18,9,11,0,33,,,,,
12TH WARD,05|,329,207,47,15,17,15,0,28,,,,,
,06|,436,283,70,15,15,13,0,40,,,,,
13TH WARD,03|,514,339,74,23,13,20,0,45,,,,,
,04|,424,273,47,24,11,20,0,49,,,,,
,05|,590,405,60,20,14,23,1,67,,,,,
,08|,296,200,35,10,9,9,0,33,,,,,
,09|,365,216,64,18,8,11,0,48,,,,,
,10|,451,295,53,9,16,17,0,61,,,,,
14TH WARD,04|,471,299,51,11,5,15,0,90,,,,,
,05|,232,130,55,8,7,6,1,25,,,,,
,06|,531,331,87,26,14,19,0,54,,,,,
,07|,512,281,124,26,22,13,0,46,,,,,
,09|,396,228,74,13,7,9,0,65,,,,,
,10|,356,232,33,9,9,9,0,64,,,,,
,11|,551,330,95,31,20,23,0,52,,,,,
,12|,452,280,78,16,12,6,0,60,,,,,
,13|,195,120,21,4,2,9,0,39,,,,,
15TH WARD,03|,180,104,24,5,2,2,0,43,,,,,
16TH WARD,01|,874,448,89,6,10,22,0,299,,,,,
,02|,218,129,23,1,6,15,0,44,,,,,
,03|,309,220,21,4,4,26,0,34,,,,,
,04|,703,361,61,13,4,13,0,251,,,,,
,05|,480,338,38,6,2,42,0,54,,,,,
17TH WARD,18|,10,6,1,0,0,0,0,3,,,,,
19TH WARD,03|,859,553,89,17,8,17,0,175,,,,,
,06|,540,351,32,8,4,32,0,113,,,,,
,07|,341,237,42,4,8,24,0,26,,,,,
,08|,263,167,39,7,6,17,0,27,,,,,
WARD TOTAL,|,35388,21630,5283,1445,824,1228,4,4974,,,,,
,,,,,,,,,,,,,,
ASSEMBLY 120,District #,Vote,Magnarelli D,Rounds C,Magnarelli IDC,Rounds C,Magnarelli WF,Write-in,Void/Blank,,,,,
,,,,,,,,,,,,,,
GEDDES,01|,383,202,89,18,18,6,0,50,,,,,
,02|,325,166,71,19,7,18,1,43,,,,,
,03|,338,185,82,13,10,9,0,39,,,,,
,04|,316,173,69,19,9,10,0,36,,,,,
,05|,614,307,152,41,11,20,0,83,,,,,
,06|,551,316,125,28,8,15,0,59,,,,,
,07|,520,296,136,26,11,10,0,41,,,,,
,08|,641,380,144,22,23,10,0,62,,,,,
,09|,234,135,38,28,6,6,0,21,,,,,
,10|,471,261,115,32,11,16,0,36,,,,,
,11|,451,246,127,19,12,10,1,36,,,,,
,12|,463,250,114,15,13,8,1,62,,,,,
,13|,384,210,83,22,15,7,0,47,,,,,
,14|,405,227,85,21,8,12,0,52,,,,,
,15|,618,342,159,34,15,10,0,58,,,,,
,16|,435,254,102,26,11,13,0,29,,,,,
,17|,641,310,165,38,15,28,1,84,,,,,
,18|,399,194,112,20,18,14,0,41,,,,,
,19|,222,113,37,25,10,11,0,26,,,,,
,20|,504,264,120,34,11,16,0,59,,,,,
,21|,448,234,119,22,16,14,1,42,,,,,
VAN BUREN,01|,505,212,138,34,46,13,0,62,,,,,
,02|,377,193,84,17,21,14,0,48,,,,,
,03|,321,152,78,19,13,14,0,45,,,,,
,04|,817,378,240,54,34,13,0,98,,,,,
,05|,551,267,142,37,24,16,0,65,,,,,
,06|,482,261,98,25,17,18,0,63,,,,,
,07|,431,219,117,23,14,13,0,45,,,,,
,08|,583,287,152,34,26,16,0,68,,,,,
,09|,742,344,215,37,41,14,0,91,,,,,
,10|,441,217,129,20,23,11,0,41,,,,,
,11|,451,230,113,29,17,9,0,53,,,,,
,12|,492,236,139,26,19,13,0,59,,,,,
TOWN TOTAL,|,15556,8061,3889,877,553,427,5,1744,,,,,
GRAND TOTAL,|,50944,29691,9172,2322,1377,1655,9,6718,,,,,
,,,,,,,,,,,,,,
ASSEMBLY 120,District #,Vote,Magnarelli D,Rounds R,Magnarelli IDC,Rounds C,Magnarelli WF,Write-in,Void/Blank,,,,,
,,,,,,,,,,,,,,
1ST  WARD   ,,2604,1559,409,134,56,88,0,358,,,,,
2ND  WARD   ,,1108,651,169,41,28,43,0,176,,,,,
3RD  WARD   ,,2585,1513,402,139,62,87,0,382,,,,,
4TH  WARD   ,,4748,2849,819,249,132,145,1,553,,,,,
5TH  WARD   ,,4344,2684,701,207,122,164,0,466,,,,,
6TH  WARD   ,,2527,1609,311,97,44,91,1,374,,,,,
7TH  WARD   ,,1346,796,245,63,30,45,0,167,,,,,
8TH  WARD   ,,1075,662,173,53,26,29,0,132,,,,,
9TH  WARD   ,,775,463,114,18,11,26,0,143,,,,,
10TH WARD   ,,27,16,1,1,0,2,0,7,,,,,
11TH WARD   ,,2371,1465,412,94,58,61,0,281,,,,,
12TH WARD   ,,765,490,117,30,32,28,0,68,,,,,
13TH WARD   ,,2640,1728,333,104,71,100,1,303,,,,,
14TH WARD   ,,3696,2231,618,144,98,109,1,495,,,,,
15TH WARD   ,,180,104,24,5,2,2,0,43,,,,,
16TH WARD   ,,2584,1496,232,30,26,118,0,682,,,,,
17TH WARD   ,,10,6,1,0,0,0,0,3,,,,,
19TH WARD   ,,2003,1308,202,36,26,90,0,341,,,,,
WARD   TOTAL,,35388,21630,5283,1445,824,1228,4,4974,,,,,
GEDDES      ,,9363,5065,2244,522,258,263,5,1006,,,,,
VAN BUREN   ,,6193,2996,1645,355,295,164,0,738,,,,,
TOWN   TOTAL,,15556,8061,3889,877,553,427,5,1744,,,,,
GRAND  TOTAL,,50944,29691,9172,2322,1377,1655,9,6718,,,,,
,,,,,,,,,,,,,,
ASSEMBLY 121,District #,Vote,Stirpe D,Knapp R,Knapp IDC,Knapp C,Stirpe WF,Write-in,Voids/Blanks,,,,,
,,,,,,,,,,,,,,
CICERO,01|,313,160,78,14,12,20,0,29,,,,,
,02|,647,322,196,16,26,31,0,56,,,,,
,03|,559,306,147,10,18,18,0,60,,,,,
,04|,762,349,226,29,29,31,0,98,,,,,
,05|,504,264,134,12,17,15,0,62,,,,,
,06|,385,204,95,12,21,21,0,32,,,,,
,07|,624,287,199,17,22,20,0,79,,,,,
,08|,566,290,178,15,15,19,0,49,,,,,
,09|,302,173,72,4,11,13,0,29,,,,,
,10|,470,230,156,14,14,15,0,41,,,,,
,11|,429,202,139,12,15,9,0,52,,,,,
,12|,675,390,162,11,27,25,0,60,,,,,
,13|,606,310,158,15,20,24,0,79,,,,,
,14|,563,290,187,2,20,11,0,53,,,,,
,15|,359,172,121,6,14,15,0,31,,,,,
,16|,1087,578,348,16,35,40,0,70,,,,,
,17|,573,280,174,17,22,27,0,53,,,,,
,18|,247,143,66,5,8,9,0,16,,,,,
,19|,605,306,173,15,22,23,0,66,,,,,
,20|,361,177,115,9,12,11,0,37,,,,,
,21|,637,283,208,14,42,15,0,75,,,,,
,22|,244,145,47,5,8,10,0,29,,,,,
,23|,564,283,182,10,21,10,0,58,,,,,
,24|,657,354,178,6,18,20,0,81,,,,,
,25|,599,337,150,12,15,24,0,61,,,,,
,26|,639,330,179,16,19,23,0,72,,,,,
,27|,510,285,134,11,15,18,0,47,,,,,
,28|,662,372,175,11,25,29,0,50,,,,,
CLAY,01|,616,239,241,19,32,31,0,54,,,,,
,02|,501,281,106,16,19,39,0,40,,,,,
,03|,651,347,167,13,27,23,0,74,,,,,
,04|,655,352,158,12,32,19,0,82,,,,,
,05|,286,160,69,0,9,4,0,44,,,,,
,06|,397,191,96,12,20,27,0,51,,,,,
,07|,540,278,163,13,19,23,0,44,,,,,
,08|,372,184,120,10,13,11,0,34,,,,,
,09|,393,214,102,10,13,28,0,26,,,,,
,10|,468,231,120,11,15,32,0,59,,,,,
,11|,506,268,120,13,17,27,0,61,,,,,
,12|,661,306,215,18,23,15,0,84,,,,,
,13|,434,229,114,8,21,13,0,49,,,,,
,14|,598,301,203,16,22,9,0,47,,,,,
,15|,956,576,161,17,20,41,0,141,,,,,
,16|,507,251,155,12,24,15,0,50,,,,,
,17|,456,220,154,11,10,25,0,36,,,,,
,18|,584,303,190,9,20,12,0,50,,,,,
,19|,490,222,167,10,22,26,0,43,,,,,
,20|,426,197,129,7,23,19,0,51,,,,,
,21|,569,288,166,19,24,11,0,61,,,,,
,22|,554,276,181,6,16,24,0,51,,,,,
,23|,484,263,131,3,20,12,0,55,,,,,
,24|,310,161,75,5,10,9,0,50,,,,,
,25|,452,227,123,10,15,14,0,63,,,,,
,26|,604,315,175,10,20,23,0,61,,,,,
,27|,600,231,235,12,24,29,0,69,,,,,
,28|,544,315,117,9,19,14,0,70,,,,,
,29|,566,259,190,10,22,22,0,63,,,,,
,30|,374,183,100,5,20,15,0,51,,,,,
,31|,442,226,139,8,9,15,0,45,,,,,
,32|,577,308,187,8,12,14,0,48,,,,,
,33|,704,387,172,17,17,37,0,74,,,,,
,34|,657,350,182,12,23,23,0,67,,,,,
,35|,588,319,172,9,17,27,0,44,,,,,
,36|,437,245,114,9,12,11,0,46,,,,,
,37|,379,170,137,6,20,18,0,28,,,,,
,38|,492,264,130,10,10,23,0,55,,,,,
,39|,915,520,206,17,11,58,0,103,,,,,
,40|,407,205,122,6,16,11,0,47,,,,,
,41|,359,189,96,10,12,15,0,37,,,,,
,42|,630,324,189,13,22,23,0,59,,,,,
,43|,706,399,167,21,23,23,0,73,,,,,
,44|,760,396,214,13,32,13,0,92,,,,,
,45|,555,293,154,8,19,26,0,55,,,,,
,46|,723,381,212,13,32,34,0,51,,,,,
,47|,678,360,191,16,20,17,1,73,,,,,
,48|,604,324,166,9,12,27,0,66,,,,,
,49|,751,381,229,13,21,23,0,84,,,,,
,50|,927,501,236,13,33,35,0,109,,,,,
,51|,844,433,251,14,27,31,0,88,,,,,
LAFAYETTE,01|,364,100,171,20,34,14,0,25,,,,,
,02|,666,190,358,29,42,10,1,36,,,,,
,03|,664,219,298,35,35,20,0,57,,,,,
,04|,542,183,238,23,40,17,0,41,,,,,
,05|,557,188,267,30,27,15,0,30,,,,,
MANLIUS,01|,583,261,172,20,37,31,0,62,,,,,
,02|,670,335,199,9,19,23,0,85,,,,,
,03|,527,246,185,12,13,7,0,64,,,,,
,04|,494,263,159,6,15,9,0,42,,,,,
,05|,426,243,112,11,12,15,0,33,,,,,
,06|,323,160,109,4,10,8,0,32,,,,,
,07|,521,277,139,10,24,12,0,59,,,,,
,08|,568,298,181,13,20,16,0,40,,,,,
,09|,569,285,160,13,18,24,0,69,,,,,
,10|,738,391,196,19,29,30,0,73,,,,,
,11|,480,231,176,8,13,5,0,47,,,,,
,12|,635,343,201,4,21,16,0,50,,,,,
,13|,343,166,108,5,13,8,0,43,,,,,
,14|,568,278,181,12,17,11,0,69,,,,,
,15|,431,199,140,11,24,19,0,38,,,,,
,16|,616,348,155,16,17,19,0,61,,,,,
,17|,578,290,206,12,21,12,1,36,,,,,
,18|,609,298,210,14,28,9,0,50,,,,,
,19|,350,157,99,5,11,14,0,64,,,,,
,20|,458,270,124,6,9,11,0,38,,,,,
,21|,521,314,120,10,12,19,0,46,,,,,
,22|,678,380,209,7,22,6,0,54,,,,,
,23|,442,243,129,5,14,8,0,43,,,,,
,24|,644,325,200,15,28,24,0,52,,,,,
,25|,651,335,225,15,23,12,0,41,,,,,
,26|,660,355,220,5,14,17,0,49,,,,,
,27|,504,249,175,9,22,11,0,38,,,,,
,28|,463,207,152,14,20,22,0,48,,,,,
,29|,374,200,119,11,7,14,0,23,,,,,
,30|,445,210,162,10,17,9,0,37,,,,,
,31|,683,333,254,5,26,17,0,48,,,,,
,32|,422,225,128,6,17,3,0,43,,,,,
,33|,563,292,190,6,15,9,0,51,,,,,
,34|,589,344,175,5,15,8,0,42,,,,,
,35|,585,247,266,10,19,4,0,39,,,,,
POMPEY,01|,692,249,314,16,32,9,0,72,,,,,
,02|,567,230,238,14,23,18,0,44,,,,,
,03|,693,333,255,13,29,11,0,52,,,,,
,04|,739,333,270,13,38,16,0,69,,,,,
,05|,642,247,249,12,45,16,0,73,,,,,
