0171I Following is a set of records pertinent to the Federal Primary held on Tuesday, June 26, 2012, originated at Suffolk County Board of Elections on July 3, 2012 at 1:06 PM
0064RUnited States Senator                   N   0 1051029866001
0044CLONG, WENDY              REP 005404 1A 
0060E1039P0641000022              11 1 1 600-200000000210003
0060E1040P0559000020              11 2 1 200-500000000230002
0060E1041P0577000017              13 5 7 500-200000000150004
0060E1042P0303000006              13 3 3 600-100000000060001
0060E1043P0331000011              13 5 4 300-100000000110001
0060E1044P0253000012              13 512 500-200000000140000
0060E1045P0178000012              13 3 7 500-200000000100004
0060E1046P0410000020              13 3 3 4000000000000180002
0060E1047P0466000012              11 2 6 200-200000000110003
0060E1048P0315000019              13 7 7 500-400000000180005
0060E1049P0356000016              13 3 7 500-200000000150003
0060E1050P0262000011              12 5 5 3000000000000110000
0060E1051P0239000003              13 3 7 5000000000000020001
0060E1052P0344000020              13 3 7 500-300000000190004
0060E1053P0350000010              13 3 3 4000000000000090001
0060E1054P0229000003              12 5 4 400-400000000070000
0060E1055P0272000003              12 3 4 300-100000000030001
0060E1056P0539000021              12 5 4 300-400000000220003
0060E1057P0050000003              13 711 5000000000000020001
0060E1058P0389000020              13 5 4 5000100000000130006
0060E1059P0167000005              12 5 4 300-100000000050001
0060E1060P0265000017              12 4 5 1000000000000160001
0060E1061P0213000019              12 4 5 100-100000000190001
0060E1062P0276000011              12 4 5 100-100000100090002
0060E1063P0614000015              11 2 6 2000000000000140001
0060E1064P0290000006              13 3 7 400-100000000060001
0060E1065P0445000029              11 2 6 400-200000000190012
0060E1066P0337000012              11 2 6 2000000000000100002
0060E1067P0282000022              13 3 3 400-100000000160007
0060E1068P0369000012              11 2 6 2000000000000110001
0060E1069P0371000016              13 3 7 5000000000000160000
0060E1070P0383000017              12 512 300-100100000150002
0060E1071P0316000012              12 5 4 300-100000000120001
0060E1072P0392000012              13 1 3 600-300000000150000
0060E1073P0658000028              11 1 3 600-600000000310003
0060E1074P0401000010              13 3 7 500-100000000100001
0060E1075P0212000010              12 4 4 300-100000000090002
0060E1076P0349000010              12 5 4 3000000000000090001
0060E1077P0287000010              13 5 4 500-100000000060005
0060E1078P0401000021              13 5 4 300-100000000180004
0060E1079P0493000030              13 3 3 600-200000000270005
0060E1080P0438000014              13 3 3 600-200000000110005
0060E1081P0221000006              13 512 500-200000000050003
0060E1082P0394000022              13 3 7 500-700000000240005
0060E1083P0279000019              12 5 5 3000000000000160003
0060E1084P0013000000              13 2 3 6000000000000000000
0060E1085P0070000001              13 3 4 400-400000000020003
0060E1086P0235000017              12 4 5 100-200000000190000
0060E1087P0343000013              12 4 5 1000000000000130000
0060E1088P0166000010              11 4 5 1000100000000090000
0060E1089P0504000015              12 4 5 100-300000000150003
0060E1090P0345000021              12 4 5 100-300000000190005
0060E1091P0236000007              11 4 5 100-400000000040007
0060E1092P0514000026              12 5 4 300-300000000270002
0060E1093P0416000020              11 2 1 2000000000000170003
0060E1094P0287000013              12 4 4 3000000000000130000
0060E1095P0244000013              12 4 5 100-100000000100004
0060E1096P0247000006              11 3 7 4000000000000060000
0060E1097P0393000007              11 3 7 400-100000000070001
0060E1098P0670000023              11 2 6 2000100000100160005
0060E1099P0493000020              12 4 4 300-100000000200001
0060E1100P0456000013              12 5 4 3000100000000120000
0060E1101P0243000009              12 4 5 100-200000000110000
0060E1102P0374000019              12 4 5 100-400000000210002
0060E1103P0249000022              13 7 7 5000100000000180003
0060E1104P0404000014              13 1 3 600-100000100120002
0060E1105P0227000009              12 512 3000100000000070001
0060E1106P0284000015              13 5 4 5000000000000140001
0060E1107P0400000007              13 5 8 5000000000000050002
0060E1108P0344000011              12 4 5 100-100000000120000
0060E1109P0311000019              12 4 4 3000000000000170002
0060E1110P0303000011              12 4 5 200-200000000130000
0060E1111P0343000021              12 4 5 100-200000000180005
0060E1112P0229000019              12 5 5 100-400000000210002
0060E1113P0107000004              11 3 1 600-200000000060000
0060E1114P0352000010              13 7 7 500-200000000080004
0060E1115P0272000011              13 3 7 5000000000000100001
0060E1116P0544000011              12 4 5 100-200000000100003
0060E1117P0283000017              11 4 5 1000100000000150001
0060E1118P0232000016              11 4 5 1000100000000150000
0060E1119P0390000010              13 3 7 500-300000000120001
0060E1120P0487000068              12 3 4 400-400000000670005
0060E1121P0588000016              12 4 5 1000100000000130002
0060E1122P0537000018              11 2 6 2000000000000170001
0060E1123P0271000009              13 3 3 400-200000000100001
0060E1124P0546000019              12 5 4 300-100000000170003
0060E1125P0296000009              12 5 4 300-300000000080004
0060E1126P0553000031              12 512 300-200100000270005
0060E1127P0274000011              12 4 4 3000100100000080001
0060E1128P0329000009              11 3 7 4000000000000070002
0060E1129P0254000007              12 4 5 100-200000000080001
0060E1130P0203000021              12 4 6 200-100000000150007
0060E1131P0275000008              13 3 7 500-100000000080001
0060E1132P0544000009              12 5 4 300-200000000100001
0060E1133P0308000007              12 3 4 400-100000000050003
0060E1134P0347000020              11 4 5 1000000000000170003
0060E1135P0536000025              11 2 6 2000000100000210003
0060E1136P0445000025              11 2 6 2000300000000210001
0060E1137P0155000006              11 4 3 4000100000000040001
0060E1138P0999000021              13 3 7 500-700000000260002
0060E1139P0576000023              13 3 3 600-200100000200004
0060E1140P0476000017              11 4 6 1000000100000150001
0060E1141P0447000019              11 2 1 600-200000000180003
0060E1142P0489000020              12 512 300-200000000200002
0060E1143P0339000010              11 4 6 1000000000100070002
0060E1144P0259000008              13 3 7 500-300000000100001
0060E1145P0409000012              13 5 4 4000000000000080004
0060E1146P0191000007              12 4 5 1000000000000050002
0060E1147P0576000027              12 4 5 200-200000000250004
0060E1148P0395000017              12 4 5 100-200000100170001
0060E1149P0251000006              13 3 7 400-400000000070003
0060E1150P0313000003              13 3 3 400-100000000030001
0060E1151P0447000031              11 1 2 6000100000000270003
0060E1152P0581000033              12 5 4 300-800000100320008
0060E1153P0211000010              11 2 6 2000000000000100000
0060E1154P0368000017              11 1 1 6000000000000170000
0060E1155P0285000010              13 7 7 500-300100000110001
0060E1156P0296000009              13 3 3 6000000000000090000
0060E1157P0772000027              12 3 4 400-200000000240005
0060E1158P0211000014              12 512 300-300000000170000
0060E1159P0434000017              11 2 6 200-300000000170003
0060E1160P0380000009              13 1 3 600-300000000100002
0060E1161P0284000008              12 4 5 1000000000000080000
0060E1162P0174000008              12 5 4 300-200000000100000
0060E1163P0326000009              12 4 5 1000000100000080000
0060E1164P0514000017              13 5 8 5000000000000150002
0060E1165P0393000011              12 4 5 100-100000000100002
0060E1166P0586000031              12 4 5 100-200000000260007
0060E1167P0342000078              11 2 6 200-600000000820002
0060E1168P0273000012              11 4 6 2000000000000120000
0060E1169P0532000017              11 4 6 200-200100000160002
0060E1170P0311000018              12 4 5 1000100000000160001
0060E1171P0329000012              13 7 7 5000000000000100002
0060E1172P0130000004              13 512 3000100000000010002
0060E1173P0317000022              13 3 7 5000100100000190001
0060E1174P0352000021              13 5 4 5000200000000140005
0060E1175P0412000024              12 5 4 3000000000000210003
0060E1176P0332000015              13 5 4 300-500000000170003
0060E1177P0184000012              12 4 5 1000100000000110000
0060E1178P0304000011              11 4 5 100-100000000100002
0060E1179P0697000031              12 5 4 300-100000000270005
0060E1180P0371000012              12 4 4 300-100100000110001
0060E1181P0169000043              11 2 6 2000000100000400002
0060E1182P0053000000              11 4 6 2000000000000000000
0060E1183P0243000006              13 5 4 500-200000000070001
0060E1184P0282000004              11 1 3 600-100000000050000
0060E1185P0172000006              11 2 6 2000000000000060000
0060E1186P0298000005              13 5 7 400-100100000020003
0060E1187P0393000016              11 2 6 2000100000000140001
0060E1188P0388000026              11 2 6 2000100100000220002
0060E1189P0387000009              11 2 6 200-300000000100002
0060E1190P0224000016              11 2 6 200-100000000170000
0060E1191P0222000010              12 4 5 1000000000000100000
0060E1192P0449000018              11 3 3 400-300000300170001
0060E1193P0479000019              11 2 1 2000000000000170002
0060E1194P0214000011              13 3 7 4000100000000100000
0060E1195P0361000018              11 2 6 2000000000000170001
0060E1196P0525000018              13 3 7 500-600100000230000
0060E1197P0177000047              11 2 6 200-900000000540002
0060E1198P0382000081              11 2 6 400-500100000730012
0060E1199P0196000010              11 2 6 400-300000000100003
0060E1200P0145000005              11 4 7 400-200000000060001
0060E1201P0666000025              11 4 6 200-500000000270003
0060E1202P0163000005              11 4 6 2000000000000040001
0060E1203P0257000018              11 2 1 600-200000000190001
0060E1204P0349000013              13 1 3 600-100000000130001
0060E1205P0453000014              11 4 5 100-100000000140001
0060E1206P0343000022              12 4 4 300-100000000190004
0060E1207P0224000005              11 1 3 6000000100000020002
0060E1208P0359000014              11 1 3 600-200000000110005
0060E1209P0285000010              12 4 5 2000000000000090001
0060E1210P0251000022              12 3 4 400-500000000230004
0060E1211P0354000016              13 5 7 500-200000000150003
0060E1212P0145000008              11 2 5 1000000000000080000
0060E1213P0272000013              11 3 3 400-100000000130001
0060E1214P0287000012              13 3 7 500-200000000110003
0060E1215P0268000011              13 1 3 600-100000000110001
0060E1216P0822000015              11 2 6 200-200000000120005
0060E1217P0099000002              13 5 7 5000000000000020000
0060E1218P0172000007              12 3 7 400-200000000070002
0060E1219P0150000007              12 512 300-200000000090000
0060E1220P0075000002              11 2 6 200-200000000020002
0060E1221P0092000003              12 512 3000000000000030000
0060E1222P0174000006              13 512 300-100100000050001
0060E1223P0117000000              12 4 5 10-1800000000130005
0060E1224P0177000008              11 4 5 100-100000000050004
0060E1225P0291000020              11 4 5 1000000000000180002
0060E1226P0160000009              11 4 5 100-200000000100001
0060E1227P0588000020              11 2 1 600-300000000160007
0060E1228P0273000001              13 3 3 400-100000000020000
0060E1229P0298000004              13 3 3 600-300000000070000
0060E1230P0441000016              12 5 4 3000000000000140002
0060E1231P0197000005              13 512 500-200000000040003
0060E1232P0279000015              12 3 4 3000000000100120002
0060E1233P0230000018              12 4 5 100-100000000160003
0060E1234P0340000004              13 3 3 4000000000000030001
0060E1235P0260000013              13 3 7 500-100000000130001
0060E1236P0318000018              11 2 6 2000200000000140002
0060E1237P0427000011              12 4 4 300-700000000160002
0060E1238P0299000011              13 5 4 5000000000000090002
0060E1239P0345000012              11 4 5 1000000000000110001
0060E1240P0286000011              13 3 7 500-100000000110001
0060E1241P0362000020              12 3 4 400-100000000190002
0060E1242P0405000001              12 5 4 3000000000000010000
0060E1243P0197000006              12 4 6 2000000000000050001
0060E1244P0161000010              13 5 4 3000000100000070002
0060E1245P0648000013              11 4 6 200-200000000140001
0060E1246P0286000010              13 3 7 500-200000000100002
0060E1247P0357000009              13 3 7 4000000000000070002
0060E1248P0265000018              11 2 6 200-100000000180001
0060E1249P1018000023              13 3 3 600-900000000280004
0060E1250P0346000013              12 4 4 300-300100000120003
0060E1251P0336000014              12 4 5 10-1200100000180007
0060E1252P0362000005              11 4 6 2000000000000050000
0060E1253P0275000009              11 3 3 400-300100000110000
0060E1254P0287000005              13 3 7 500-400000000080001
0060E1255P0364000007              11 2 6 400-100000000080000
0060E1256P0621000026              11 3 6 4000000000000220004
0060E1257P0274000009              11 4 6 200-200000000090002
0060E1258P0173000005              11 4 6 200-100000000060000
0060E1259P0164000016              12 3 4 400-200000000110007
0060E1260P0317000011              11 2 6 2000000000000080003
0060E1261P0137000009              12 4 7 4000000000000080001
0060E1262P0237000005              12 3 4 300-100000000060000
0060E1263P0700000045              11 2 6 2000100000000360008
0060E1264P0590000027              11 2 1 600-200000000270002
0060E1265P1123000037              11 1 1 600-200000000370002
0060E1266P0294000010              13 3 3 4000000000000090001
0060E1267P0338000018              11 2 6 200-400000000130009
0060E1268P0432000021              13 1 3 6000200000100150003
0060E1269P0243000006              11 3 3 4000000000000040002
0060E1270P0447000110              11 2 6 200-500000001080007
0060E1271P0284000004              13 5 7 5000000000000040000
0060E1272P0387000015              11 1 1 6000000000000140001
0060E1273P0302000017              13 1 3 400-100000000100008
0060E1274P0228000005              11 1 3 600-200000000060001
0060E1275P0248000007              11 3 3 400-200000000090000
0060E1276P0083000000              12 4 4 4000000000000000000
0060E1277P0140000005              13 3 3 4000000000000050000
0060E1278P0007000000              13 3 3 6000000000000000000
0060E1279P0201000006              11 1 1 6000100100000040000
0060E1280P0000000000              11 3 1 6000000000000000000
0060E1281P0037000001              13 2 1 6000000000000010000
0060E1282P0003000000              13 512 3000000000000000000
0060E1283P0295000009              13 3 1 600-200000000070004
0060E1284P0466000073              11 2 6 400-400000000700007
0060E1285P0334000016              11 1 3 600-100300000090005
0060E1286P0443000008              11 2 6 200-100000100070001
0060E1287P0266000013              11 1 3 6000100000000110001
0060E1288P0375000014              11 4 6 100-200000000130003
0060E1289P0237000002              13 3 3 4000000000000020000
0060E1290P0480000026              11 1 1 600-100000000230004
0060E1291P0304000007              11 3 3 6000000000000050002
0060E1292P0334000012              12 4 5 1000000000000110001
0060E1293P0225000020              11 2 6 2000000000000160004
0060E1294P0329000007              13 5 7 4000000000000060001
0060E1295P0000000000              13 3 7 5000000000000000000
0060E3046P0075000001              13 812  000100000000000000
0060E3098P0290000008              13 612  00-100000000080001
0060E3112P0442000033              13 812  00-200000000300005
0060E3134P0428000030              13 812  00-200000000250007
0060E3138P0287000007              13 812  00-200000000090000
0060E3140P0351000018              14 5 8  000000000000130005
0060E3151P0390000024              13 812  00-500000000260003
0060E3158P0011000000              13 6 9  000000000000000000
0060E3177P0430000028              13 812  000100000000240003
0060E3179P0246000007              13 5 8  00-100000000080000
0060E3191P0000000000              13 810  000000000000000000
0060E5001P0322000021              12 813  000000000000170004
0060E5002P0590000038              12 813  00-100000000320007
0060E5005P0419000009              12 812  00-100000000070003
0060E5006P0369000026              12 812  000000000000220004
0060E5008P0355000018              12 813  00-100000000150004
0060E5009P0465000024              12 813  00-200000000190007
0060E5010P0383000019              12 813  00-100000000140006
0060E5011P0526000023              12 812  00-100000000200004
0060E5013P0644000036              12 812  000000000000360000
0060E5015P0487000023              12 813  00-300000000230003
0060E5016P0302000015              12 812  000100000000090005
0060E5017P0283000012              12 812  000000000000110001
0060E5019P0216000012              12 813  00-100000000120001
0060E5020P0415000032              12 813  00-200000000330001
0060E5021P0440000029              12 812  00-200000000290002
0060E5025P0195000009              12 812  000000000000080001
0060E5026P0586000029              12 813  00-300000000290003
0060E5027P0323000020              12 813  00-100000000180003
0060E5028P0343000019              12 812  000100000000160002
0060E5029P0478000025              12 813  000000000000210004
0060E5033P0476000028              12 813  00-100000000260003
0060E5034P0283000010              12 812  00-200000000060006
0060E5036P0396000009              12 812  00-100000000080002
0060E5037P0385000019              12 812  000000000000130006
0060E5039P0355000011              12 812  00-100000000100002
0060E5040P0360000021              12 813  00-100000000170005
0060E5044P0267000012              12 813  00-200000000100004
0060E5045P0380000023              12 812  000100000000180004
0060E5049P0246000014              12 812  000000000000110003
0060E5050P0283000014              12 813  000000000000140000
0060E5051P0282000019              12 812  00-100200000180000
0060E5052P0279000008              12 813  00-200000000080002
0060E5053P0393000033              12 812  000000100000280004
0060E5055P0371000022              12 812  00-200000000210003
0060E5056P0601000060              12 813  000000000000520008
0060E5058P0256000023              12 812  00-100000000200004
0060E5059P0379000018              12 812  000000000000150003
0060E5060P0579000025              12 813  00-200000000210006
0060E5061P0328000023              12 813  000100000000210001
0060E5063P0250000025              12 813  00-100000000220004
0060E5065P0378000013              12 812  000000000000110002
0060E5067P0372000016              12 812  00-300100000160002
0060E5068P0203000010              12 813  00-100000000070004
0060E5069P0300000014              12 812  00-100000000120003
0060E5070P0393000018              12 813  000000000000140004
0060E5072P0393000040              12 813  000100000000360003
0060E5073P0218000013              12 812  00-200000000130002
0060E5074P0293000013              12 813  00-100000000140000
0060E5076P0451000034              12 812  00-400000000360002
0060E5077P0255000010              12 813  000100000000090000
0060E5078P0366000027              12 812  00-500000000320000
0060E5079P0535000081              12 813  000100000000610019
0060E5080P0302000020              12 812  000000000000170003
0060E5081P0384000014              12 812  00-300000100130003
0060E5082P0333000028              12 813  00-400000000260006
0060E5083P0266000012              12 813  00-100000000120001
0060E5084P0350000012              12 813  000000000000120000
0060E5086P0250000006              12 812  00-300000000050004
0060E5091P0283000007              12 812  000000000000060001
0060E5092P0325000020              12 812  00-200000000210001
0060E6001P0237000018              11 1 2  000000000000140004
0060E6002P0191000016              11 1 2  00-300000000180001
0060E6003P0251000011              11 1 2  00-100000000120000
0060E6004P0423000038              11 1 2  00-300000000370004
0060E6005P0250000010              11 1 2  00-100000000110000
0060E6006P0196000009              11 1 2  000100000000070001
0060E6007P0220000011              11 1 2  000000000000080003
0060E6008P0324000019              11 1 2  00-600000000240001
0060E6009P0424000051              11 1 2  00-300000000460008
0060E6010P0194000011              11 1 2  000000000000110000
0060E6011P0560000020              11 1 2  000000000000170003
0060E6012P0335000014              11 1 2  00-200000000120004
0060E6013P0226000008              11 1 2  00-100000000080001
0060E6014P0222000025              11 1 2  00-100000000230003
0060E6015P0303000015              11 1 2  00-300000000140004
0060E6016P0410000018              11 1 2  00-400000000210001
0060E6017P0266000019              11 1 2  00-100000000160004
0060E6018P0385000027              11 1 2  00-300000000260004
0060E6019P0133000005              11 1 2  00-200100200010003
0060E6020P0359000029              11 1 2  00-400100000310001
0060E6021P0111000002              11 1 2  000000000000020000
0060E6022P0233000027              11 1 2  00-200000000250004
0060E6023P0651000028              11 1 2  0-1400000000320010
0060E6024P0293000018              11 1 2  00-100000000190000
0060E6025P0397000024              11 1 2  00-700000000280003
0060E6026P0393000015              11 1 2  00-200000100130003
0060E6027P0532000031              11 1 2  00-200000000300003
0060E6028P0346000025              11 1 2  00-100000000220004
0060E6029P0319000019              11 1 2  000000000000190000
0060E6030P0228000011              11 1 2  00-200000000130000
0060E6031P0271000017              11 1 2  00-300000000180002
0060E6032P0358000027              11 1 2  00-400000000290002
0060E6033P0262000012              11 1 2  00-300000000140001
0060E6034P0297000030              11 1 2  00-200100100290001
0060E6035P0366000019              11 1 2  000000000000170002
0060E6036P0312000028              11 1 2  00-300000000270004
0060E6037P0330000025              11 1 2  00-100000000210005
0060E6038P0214000013              11 1 2  00-100000000110003
0060E6039P0246000013              11 1 2  00-200000000140001
0060E6040P0243000015              11 1 2  00-100000000150001
0060E6041P0154000011              11 1 2  00-200000000130000
0060E6042P0249000018              11 1 2  00-100000000120007
0060E7001P0138000007              11 1 2  00-300000000100000
0060E7002P0151000004              11 1 2  00-100000000040001
0060E7003P0199000015              11 1 2  00-300000000170001
0060E7004P0260000018              11 1 2  00-100100000160002
0060E7005P0156000007              11 1 2  000000000000050002
0060E7006P0138000010              11 1 2  00-100000000100001
0060E7007P0108000010              11 1 2  000100000000060003
0060E7008P0300000015              11 1 2  00-500000000160004
0060E7009P0218000019              11 1 2  00-100000000200000
0060E7010P0382000031              11 1 2  00-100000000250007
0060E7011P0331000021              11 1 2  00-300000000230001
0060E7012P0240000018              11 1 2  000000000100140003
0060E7013P0149000009              11 1 2  00-100000000090001
0060E7014P0207000006              11 1 2  00-100000100050001
0060E7015P0198000008              11 1 2  00-100000000070002
0060E7016P0259000015              11 1 2  00-300000000170001
0060E7017P0250000010              11 1 2  00-400000000070007
0060E7018P0229000012              11 1 2  00-200000000140000
0060E7019P0220000020              11 1 2  000000000000170003
0060E8001P0071000004              11 2 1  000000000000040000
0060E8002P0247000029              11 2 1  000200000000240003
0060E8003P0235000026              11 2 1  00-100000000250002
0060E8004P0264000032              11 2 1  000000000000260006
0060E8005P0112000007              11 2 1  00-200000000080001
0060E8006P0175000014              11 2 1  000100000000130000
0060E8007P0276000021              11 2 1  0-1200000000240009
0060E8008P0431000024              11 2 1  00-300000100240002
0060E8009P0579000055              11 2 1  00-400000000540005
0060E8010P0288000018              11 2 1  00-200100000180001
0060E8011P0345000031              11 2 1  00-400000000320003
0060E8012P0451000033              11 2 1  00-100000000310003
0060E8013P0547000028              11 2 1  000100000000210006
0060E8014P0321000026              11 2 1  00-300000000250004
0060E8015P0389000026              11 2 1  00-100000000230004
0060E8016P0234000020              11 2 1  00-100000000190002
0060E8017P0377000048              11 2 1  00-600000000460008
0060E8018P0511000024              11 2 1  00-400000000240004
0060E8019P0499000063              11 2 1  00-300000200530011
0060E9001P0402000033              11 2 1  000100000000250007
0060E9002P0133000008              11 2 1  000000000000070001
0060E9003P0079000006              11 2 1  000100000000040001
0060E9004P0460000020              11 2 1  00-200000000150007
0060E9005P0149000013              11 2 1  00-200000000120003
0060E9006P0085000005              11 2 1  000000000000050000
0060E9007P0502000023              11 2 1  00-200000000220003
0060E9008P0313000021              11 2 1  00-300000000200004
0060E9009P0235000014              11 2 1  00-300000000160001
0060E9010P0102000013              11 2 1  00-100000000120002
0060E9011P0437000064              11 2 1  00-600000000620008
0060E9012P0593000074              11 2 1  00-800300000650014
0060E9013P0378000017              11 2 1  00-300000000160004
0060E9014P0537000027              11 2 1  00-300000000280002
0060E9015P0051000002              11 2 1  000000000000020000
0060E9016P0338000026              11 2 1  00-200000000230005
0060E9017P0649000029              11 2 1  00-400000000300003
0060E9018P0175000009              11 2 1  00-400000000100003
0060E9019P0522000044              11 2 1  00-500000000430006
0060E9020P0674000032              11 2 1  00-100000000300003
0060E9021P0265000016              11 2 1  000000000000120004
0060E9022P0385000015              11 2 1  00-300100000150002
