Contest,Candidate Issue,Party,District Name,Affidavit Votes,Absentee Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Christine M. Mooney (F),DM9,"Town of Mooers 1 ",0,5,0,6,11,3.28
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Christine M. Mooney (F),DM9,"Town of Mooers 2 ",0,2,0,2,4,2.86
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Christine M. Mooney (F),DM9,"Town of Peru 1 ",0,3,0,3,6,1.61
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Christine M. Mooney (F),DM9,"Town of Peru 2 ",0,4,0,2,6,1.10
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Christine M. Mooney (F),DM9,"Town of Peru 3 ",0,4,0,1,5,2.51
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Christine M. Mooney (F),DM9,"Town of Peru 4 ",0,7,0,3,10,1.86
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Christine M. Mooney (F),DM9,"Town of Plattsburgh 1 ",0,4,0,2,6,1.61
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Christine M. Mooney (F),DM9,"Town of Plattsburgh 2 ",0,4,0,1,5,1.04
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Christine M. Mooney (F),DM9,"Town of Plattsburgh 3 ",0,8,0,5,13,1.98
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Christine M. Mooney (F),DM9,"Town of Plattsburgh 4 ",0,6,0,2,8,1.98
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Christine M. Mooney (F),DM9,"Town of Plattsburgh 5 ",0,3,0,5,8,2.62
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Christine M. Mooney (F),DM9,"Town of Plattsburgh 6 ",0,6,0,5,11,1.22
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Christine M. Mooney (F),DM9,"Town of Plattsburgh 7 ",0,6,0,3,9,2.59
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Christine M. Mooney (F),DM9,"Town of Saranac 1 ",0,3,0,2,5,1.14
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Christine M. Mooney (F),DM9,"Town of Saranac 2 ",0,2,0,2,4,1.63
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Christine M. Mooney (F),DM9,"Town of Saranac 3 ",0,3,0,2,5,2.40
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Christine M. Mooney (F),DM9,"Town of Schuyler Falls 1 ",0,5,0,1,6,3.77
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Christine M. Mooney (F),DM9,"Town of Schuyler Falls 2 ",0,5,0,2,7,1.55
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Christine M. Mooney (F),DM9,"Town of Schuyler Falls 3 ",0,4,0,3,7,1.89
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"City of Plattsburgh Ward 1 1 ",0,2,0,2,4,2.25
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"City of Plattsburgh Ward 1 2 ",0,9,0,2,11,0.89
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"City of Plattsburgh Ward 1 3 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"City of Plattsburgh Ward 2 1 ",0,1,0,0,1,0.26
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"City of Plattsburgh Ward 2 2 ",0,1,0,1,2,0.82
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"City of Plattsburgh Ward 3 1 ",0,4,0,2,6,1.09
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"City of Plattsburgh Ward 3 2 ",0,5,0,0,5,0.59
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"City of Plattsburgh Ward 4 1 ",0,2,0,1,3,0.37
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"City of Plattsburgh Ward 4 2 ",0,4,0,3,7,0.88
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"City of Plattsburgh Ward 5 1 ",0,9,0,1,10,1.80
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"City of Plattsburgh Ward 5 2 ",0,6,0,2,8,1.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"City of Plattsburgh Ward 6 1 ",0,3,0,3,6,0.89
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"City of Plattsburgh Ward 6 2 ",0,2,0,0,2,0.61
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Altona 1 ",0,2,0,3,5,1.20
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of AuSable 1 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of AuSable 2 ",0,3,0,2,5,1.88
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Beekmantown 1 ",0,1,0,1,2,0.55
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Beekmantown 2 ",0,0,0,1,1,0.33
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Beekmantown 3 ",0,2,0,0,2,0.27
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Beekmantown 4 ",0,2,0,1,3,0.78
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Black Brook 1 ",0,4,0,2,6,2.23
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Black Brook 2 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Champlain 1 ",0,3,0,0,3,0.78
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Champlain 2 ",0,0,0,2,2,0.38
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Champlain 3 ",0,3,0,0,3,0.67
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Chazy 1 ",0,4,0,2,6,1.18
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Chazy 2 ",0,3,0,1,4,0.91
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Clinton 1 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Dannemora 1 ",0,0,0,1,1,1.25
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Dannemora 2 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Dannemora 3 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Ellenburg 1 ",0,0,0,1,1,0.28
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Mooers 1 ",0,2,0,2,4,1.19
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Mooers 2 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Peru 1 ",0,3,0,1,4,1.07
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Peru 2 ",0,1,0,2,3,0.55
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Peru 3 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Peru 4 ",0,1,0,1,2,0.37
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Plattsburgh 1 ",0,1,0,0,1,0.27
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Plattsburgh 2 ",0,1,0,0,1,0.21
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Plattsburgh 3 ",0,2,0,1,3,0.46
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Plattsburgh 4 ",0,2,0,1,3,0.74
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Plattsburgh 5 ",0,1,0,2,3,0.98
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Plattsburgh 6 ",0,2,0,1,3,0.33
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Plattsburgh 7 ",0,1,0,1,2,0.58
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Saranac 1 ",0,3,0,1,4,0.91
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Saranac 2 ",0,1,0,1,2,0.81
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Saranac 3 ",0,1,0,1,2,0.96
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Schuyler Falls 1 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Schuyler Falls 2 ",0,2,0,0,2,0.44
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jackson P. Lasarso (M),DM9,"Town of Schuyler Falls 3 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"City of Plattsburgh Ward 1 1 ",0,2,0,0,2,1.12
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"City of Plattsburgh Ward 1 2 ",0,18,0,3,21,1.70
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"City of Plattsburgh Ward 1 3 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"City of Plattsburgh Ward 2 1 ",0,1,0,1,2,0.51
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"City of Plattsburgh Ward 2 2 ",0,2,0,1,3,1.22
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"City of Plattsburgh Ward 3 1 ",0,7,0,2,9,1.64
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"City of Plattsburgh Ward 3 2 ",0,8,0,3,11,1.30
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"City of Plattsburgh Ward 4 1 ",0,5,0,10,15,1.86
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"City of Plattsburgh Ward 4 2 ",0,5,0,5,10,1.25
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"City of Plattsburgh Ward 5 1 ",0,8,0,1,9,1.62
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"City of Plattsburgh Ward 5 2 ",0,10,0,1,11,1.37
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"City of Plattsburgh Ward 6 1 ",0,9,0,7,16,2.37
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"City of Plattsburgh Ward 6 2 ",0,2,0,2,4,1.22
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Altona 1 ",0,5,0,4,9,2.17
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of AuSable 1 ",0,2,0,2,4,1.61
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of AuSable 2 ",0,3,0,1,4,1.50
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Beekmantown 1 ",0,4,0,6,10,2.76
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Beekmantown 2 ",0,1,0,0,1,0.33
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Beekmantown 3 ",0,6,0,2,8,1.07
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Beekmantown 4 ",0,4,0,1,5,1.30
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Black Brook 1 ",0,6,0,1,7,2.60
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Black Brook 2 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Champlain 1 ",0,5,0,2,7,1.81
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Champlain 2 ",0,4,0,2,6,1.13
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Champlain 3 ",0,3,0,4,7,1.57
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Chazy 1 ",0,2,0,3,5,0.98
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Chazy 2 ",0,7,0,2,9,2.05
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Clinton 1 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Dannemora 1 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Dannemora 2 ",0,0,0,1,1,0.79
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Dannemora 3 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Ellenburg 1 ",0,3,0,0,3,0.85
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Mooers 1 ",0,1,0,3,4,1.19
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Mooers 2 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Peru 1 ",0,3,0,2,5,1.34
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Peru 2 ",0,3,0,1,4,0.73
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Peru 3 ",0,1,0,0,1,0.50
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Peru 4 ",0,6,0,4,10,1.86
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Plattsburgh 1 ",0,3,0,3,6,1.61
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Plattsburgh 2 ",0,7,0,2,9,1.87
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Plattsburgh 3 ",0,5,0,4,9,1.37
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Plattsburgh 4 ",0,5,0,4,9,2.22
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Plattsburgh 5 ",0,3,0,2,5,1.64
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Plattsburgh 6 ",0,5,0,5,10,1.11
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Plattsburgh 7 ",0,5,0,2,7,2.02
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Saranac 1 ",0,2,0,2,4,0.91
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Saranac 2 ",0,0,0,1,1,0.41
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Saranac 3 ",0,1,0,1,2,0.96
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Schuyler Falls 1 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Schuyler Falls 2 ",0,4,0,2,6,1.33
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Darlene M. Hayes (F),DM9,"Town of Schuyler Falls 3 ",0,3,0,4,7,1.89
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"City of Plattsburgh Ward 1 1 ",0,5,0,2,7,3.93
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"City of Plattsburgh Ward 1 2 ",0,7,0,6,13,1.05
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"City of Plattsburgh Ward 1 3 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"City of Plattsburgh Ward 2 1 ",0,1,0,1,2,0.51
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"City of Plattsburgh Ward 2 2 ",0,2,0,1,3,1.22
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"City of Plattsburgh Ward 3 1 ",0,5,0,5,10,1.82
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"City of Plattsburgh Ward 3 2 ",0,5,0,2,7,0.83
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"City of Plattsburgh Ward 4 1 ",0,3,0,4,7,0.87
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"City of Plattsburgh Ward 4 2 ",0,3,0,1,4,0.50
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"City of Plattsburgh Ward 5 1 ",0,4,0,2,6,1.08
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"City of Plattsburgh Ward 5 2 ",0,2,0,1,3,0.37
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"City of Plattsburgh Ward 6 1 ",0,3,0,2,5,0.74
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"City of Plattsburgh Ward 6 2 ",0,1,0,0,1,0.30
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Altona 1 ",0,1,0,2,3,0.72
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of AuSable 1 ",0,1,0,0,1,0.40
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of AuSable 2 ",0,1,0,1,2,0.75
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Beekmantown 1 ",0,0,0,1,1,0.28
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Beekmantown 2 ",0,3,0,1,4,1.32
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Beekmantown 3 ",0,5,0,1,6,0.80
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Beekmantown 4 ",0,2,0,0,2,0.52
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Black Brook 1 ",0,3,0,1,4,1.49
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Black Brook 2 ",0,1,0,0,1,1.04
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Champlain 1 ",0,3,0,1,4,1.04
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Champlain 2 ",0,2,0,1,3,0.57
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Champlain 3 ",0,4,0,2,6,1.35
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Chazy 1 ",0,4,0,2,6,1.18
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Chazy 2 ",0,3,0,1,4,0.91
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Clinton 1 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Dannemora 1 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Dannemora 2 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Dannemora 3 ",0,1,0,2,3,1.63
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Ellenburg 1 ",0,1,0,0,1,0.28
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Mooers 1 ",0,3,0,5,8,2.39
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Mooers 2 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Peru 1 ",0,0,0,2,2,0.54
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Peru 2 ",0,2,0,1,3,0.55
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Peru 3 ",0,2,0,0,2,1.01
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Peru 4 ",0,4,0,2,6,1.12
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Plattsburgh 1 ",0,4,0,1,5,1.34
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Plattsburgh 2 ",0,2,0,1,3,0.62
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Plattsburgh 3 ",0,3,0,3,6,0.91
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Plattsburgh 4 ",0,1,0,2,3,0.74
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Plattsburgh 5 ",0,1,0,1,2,0.66
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Plattsburgh 6 ",0,5,0,5,10,1.11
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Plattsburgh 7 ",0,1,0,1,2,0.58
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Saranac 1 ",0,3,0,0,3,0.68
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Saranac 2 ",0,1,0,1,2,0.81
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Saranac 3 ",0,1,0,0,1,0.48
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Schuyler Falls 1 ",0,0,0,1,1,0.63
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Schuyler Falls 2 ",0,3,0,1,4,0.88
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Scott M. Dolan (M),DM9,"Town of Schuyler Falls 3 ",0,0,0,1,1,0.27
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kelli O'Sullivan (F),DM10,"City of Plattsburgh Ward 1 1 ",0,1,0,1,2,1.12
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kelli O'Sullivan (F),DM10,"City of Plattsburgh Ward 1 2 ",0,7,0,5,12,0.97
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kelli O'Sullivan (F),DM10,"City of Plattsburgh Ward 1 3 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kelli O'Sullivan (F),DM10,"City of Plattsburgh Ward 2 1 ",0,2,0,2,4,1.03
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kelli O'Sullivan (F),DM10,"City of Plattsburgh Ward 2 2 ",0,5,0,3,8,3.27
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kelli O'Sullivan (F),DM10,"City of Plattsburgh Ward 3 1 ",0,3,0,1,4,0.73
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kelli O'Sullivan (F),DM10,"City of Plattsburgh Ward 3 2 ",0,5,0,4,9,1.06
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kelli O'Sullivan (F),DM10,"City of Plattsburgh Ward 4 1 ",0,4,0,9,13,1.61
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kelli O'Sullivan (F),DM10,"City of Plattsburgh Ward 4 2 ",0,6,0,7,13,1.63
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kelli O'Sullivan (F),DM10,"City of Plattsburgh Ward 5 1 ",0,6,0,4,10,1.80
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kelli O'Sullivan (F),DM10,"City of Plattsburgh Ward 5 2 ",0,6,0,6,12,1.49
