Contest,Candidate Issue,Party,District Name,Absentee Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Blooming Grove - W6 - D2  ",4,0,35,39,2.04
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Blooming Grove - W6 - D3  ",12,0,38,50,2.15
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Blooming Grove - W6 - D4  ",0,0,6,6,4.03
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Chester - D1  ",12,0,30,42,1.86
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Chester - D2  ",3,0,17,20,1.52
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Chester - D3  ",7,0,44,51,2.27
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Chester - D4  ",6,0,46,52,2.42
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Chester - D5  ",15,0,51,66,3.46
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Chester - D6  ",6,0,27,33,2.53
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Chester - D7  ",4,0,18,22,0.92
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Chester - D8  ",5,0,18,23,1.26
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Chester - D9  ",0,0,10,10,1.17
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Chester - D10  ",2,0,27,29,1.98
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Chester - D11  ",1,0,22,23,1.81
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Chester - D12  ",4,0,36,40,1.85
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Goshen - D13  ",1,0,1,2,1.18
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Cornwall - D1  ",3,0,27,30,1.55
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Cornwall - D2  ",1,0,14,15,1.00
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Cornwall - D3  ",3,0,26,29,1.54
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Cornwall - D4  ",9,0,35,44,1.99
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Cornwall - D5  ",4,0,21,25,1.56
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Cornwall - D6  ",3,0,38,41,2.12
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Cornwall - D7  ",2,0,14,16,1.29
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Cornwall - D8  ",6,0,37,43,1.81
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Cornwall - D9  ",4,0,27,31,1.92
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Cornwall - D10  ",2,0,19,21,1.40
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Cornwall - D11  ",1,0,44,45,1.88
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Cornwall - D12  ",2,0,25,27,1.64
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Cornwall - D13  ",2,0,17,19,1.34
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Cornwall - D14  ",10,0,21,31,1.58
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Crawford - D1  ",2,0,27,29,1.67
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Crawford - D2  ",5,0,28,33,2.05
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Crawford - D3  ",8,0,48,56,2.32
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Crawford - D4  ",3,0,37,40,1.94
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Crawford - D5  ",7,0,39,46,2.32
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Crawford - D6  ",8,0,41,49,1.92
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Crawford - D7  ",3,0,33,36,1.88
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Crawford - D8  ",1,0,24,25,1.56
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Deerpark - D1  ",7,0,20,27,1.91
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Deerpark - D2  ",5,0,21,26,1.83
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Deerpark - D3  ",2,0,22,24,1.49
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Deerpark - D4  ",4,0,41,45,2.43
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Deerpark - D5  ",6,0,34,40,2.12
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Deerpark - D6  ",8,0,27,35,2.69
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Deerpark - D7  ",4,0,34,38,2.25
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Goshen - D1  ",6,0,18,24,1.41
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Goshen - D2  ",3,0,15,18,2.03
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Goshen - D3  ",6,0,30,36,2.09
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Goshen - D4  ",13,0,45,58,1.89
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Goshen - D5  ",18,0,24,42,1.78
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Goshen - D6  ",3,0,31,34,2.15
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Goshen - D7  ",9,0,30,39,1.48
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Goshen - D8  ",5,0,25,30,1.52
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Goshen - D9  ",13,0,48,61,2.39
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Goshen - D10  ",8,0,31,39,1.79
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Goshen - D11  ",5,0,30,35,2.06
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Goshen - D12  ",5,0,25,30,2.17
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Greenville - D1  ",2,0,50,52,2.57
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Greenville - D2  ",4,0,49,53,2.09
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Greenville - D3  ",3,0,28,31,1.92
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Greenville - D4  ",5,0,46,51,2.51
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Hamptonburgh - D1  ",6,0,22,28,1.31
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Hamptonburgh - D2  ",14,0,47,61,2.23
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Hamptonburgh - D3  ",3,0,42,45,2.11
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Hamptonburgh - D4  ",6,0,23,29,1.66
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Hamptonburgh - D5  ",6,0,40,46,2.09
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Highlands - D1  ",3,0,22,25,1.50
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Highlands - D2  ",4,0,9,13,1.10
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Highlands - D3  ",9,0,22,31,1.45
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Highlands - D4  ",7,0,24,31,1.70
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Highlands - D5  ",1,0,15,16,1.31
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Highlands - D6  ",2,0,19,21,1.50
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Minisink - D1  ",5,0,38,43,2.00
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Minisink - D2  ",8,0,38,46,1.90
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Minisink - D3  ",2,0,29,31,2.10
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Minisink - D4  ",2,0,37,39,1.89
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D1  ",7,0,36,43,1.80
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D2  ",3,0,18,21,1.05
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D3  ",1,0,20,21,1.48
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D4  ",4,0,26,30,1.36
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D5  ",3,0,29,32,1.63
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D6  ",5,0,20,25,1.40
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D7  ",6,0,38,44,1.83
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D8  ",5,0,15,20,1.42
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D9  ",3,0,9,12,1.03
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D10  ",7,0,26,33,1.52
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D11  ",4,0,36,40,2.61
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D12  ",5,0,35,40,1.98
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D13  ",5,0,15,20,1.17
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D14  ",4,0,22,26,1.55
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D15  ",9,0,40,49,1.89
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D16  ",4,0,15,19,1.40
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D17  ",6,0,34,40,2.23
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D18  ",1,0,9,10,2.19
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D19  ",2,0,10,12,1.02
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D20  ",0,0,0,0,0.00
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Monroe - D21  ",0,0,0,0,0.00
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Palm Tree - D1  ",0,0,9,9,0.99
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Palm Tree - D2  ",0,0,21,21,0.79
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Palm Tree - D3  ",0,0,6,6,0.76
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Palm Tree - D4  ",0,0,13,13,1.10
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Palm Tree - D5  ",1,0,8,9,0.54
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Palm Tree - D6  ",0,0,4,4,1.03
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Palm Tree - D7  ",0,0,9,9,0.62
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Palm Tree - D8  ",0,0,11,11,0.62
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Palm Tree - D9  ",0,0,11,11,1.10
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Palm Tree - D10  ",0,0,8,8,0.64
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Palm Tree - D11  ",0,0,5,5,0.51
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Palm Tree - D12  ",1,0,6,7,0.55
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Palm Tree - D13  ",0,0,24,24,1.40
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Palm Tree - D14   ",4,0,15,19,1.54
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Palm Tree - D15  ",1,0,12,13,0.77
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Palm Tree - D16  ",0,0,12,12,0.86
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Palm Tree - D17  ",0,0,16,16,0.66
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Palm Tree - D18  ",0,0,5,5,2.39
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Palm Tree - D19  ",0,0,0,0,0.00
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Montgomery - D1  ",4,0,39,43,1.97
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Montgomery - D2  ",4,0,32,36,1.36
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Montgomery - D3  ",10,0,27,37,1.49
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Montgomery - D4  ",6,0,27,33,1.74
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Montgomery - D5  ",2,0,23,25,1.19
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Montgomery - D6  ",2,0,30,32,1.93
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Montgomery - D7  ",6,0,36,42,2.12
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Montgomery - D8  ",2,0,22,24,1.38
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Montgomery - D9  ",3,0,39,42,2.58
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Montgomery - D10  ",2,0,44,46,2.58
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Montgomery - D11  ",7,0,32,39,2.22
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Montgomery - D12  ",2,0,25,27,1.50
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Montgomery - D13  ",6,0,50,56,2.39
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Montgomery - D14  ",8,0,38,46,3.11
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Montgomery - D15  ",3,0,17,20,0.96
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Montgomery - D16  ",1,0,38,39,1.70
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Montgomery - D17  ",6,0,21,27,1.29
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Montgomery - D18  ",6,0,54,60,2.16
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Mount Hope - D1  ",1,0,33,34,2.22
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Mount Hope - D2  ",8,0,55,63,2.64
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Mount Hope - D3  ",11,0,51,62,2.74
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Mount Hope - D4  ",5,0,47,52,2.15
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D1  ",2,0,19,21,1.79
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D2  ",2,0,23,25,1.77
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D3  ",2,0,14,16,1.23
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D4  ",7,0,25,32,1.80
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D5  ",8,0,52,60,2.08
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D6  ",3,0,19,22,1.30
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D7  ",0,0,17,17,1.47
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D8  ",4,0,18,22,1.17
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D9  ",4,0,12,16,1.39
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D10  ",5,0,24,29,1.17
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D11  ",1,0,27,28,1.43
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D12  ",1,0,8,9,0.65
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D13  ",1,0,21,22,1.06
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D14  ",7,0,17,24,1.19
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D15  ",5,0,34,39,1.31
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D16  ",8,0,61,69,1.81
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D17  ",3,0,9,12,1.15
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D18  ",8,0,27,35,1.35
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D19  ",9,0,38,47,1.44
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D20  ",5,0,35,40,2.21
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D21  ",8,0,34,42,2.21
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"New Windsor - D22  ",3,0,8,11,1.15
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D1  ",3,0,15,18,1.33
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D2  ",2,0,13,15,1.02
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D3  ",6,0,29,35,1.74
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D4  ",4,0,26,30,1.22
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D5  ",8,0,31,39,1.94
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D6  ",0,0,14,14,1.16
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D7  ",1,0,17,18,1.34
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D8  ",6,0,27,33,1.63
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D9  ",3,0,34,37,1.91
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D10  ",2,0,10,12,0.84
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D11  ",7,0,23,30,1.60
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D12  ",5,0,32,37,1.85
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D13  ",2,0,32,34,1.47
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D14  ",3,0,18,21,0.97
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D15  ",6,0,22,28,1.06
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D16  ",4,0,42,46,2.28
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D17  ",6,0,37,43,1.64
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D18  ",8,0,34,42,1.74
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D19  ",6,0,30,36,1.38
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D20  ",3,0,10,13,1.33
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D21  ",7,0,28,35,1.40
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D22  ",0,0,28,28,1.65
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D23  ",4,0,21,25,0.84
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D24  ",6,0,28,34,1.72
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D25  ",7,0,26,33,1.26
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D26  ",1,0,21,22,1.90
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Newburgh Town - D27  ",0,0,5,5,0.58
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Tuxedo - D1  ",3,0,17,20,1.41
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Tuxedo - D2  ",4,0,26,30,1.57
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Tuxedo - D3  ",5,0,11,16,1.05
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Tuxedo - D4  ",6,0,32,38,1.56
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W1 - D1  ",4,0,29,33,1.95
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W1 - D2  ",10,0,69,79,3.32
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W1 - D3  ",2,0,17,19,1.29
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W1 - D4  ",1,0,17,18,1.55
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W1 - D5  ",1,0,12,13,1.91
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W1 - D6  ",3,0,25,28,1.53
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W1 - D7  ",5,0,23,28,2.54
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W2 - D1  ",2,0,27,29,2.19
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W2 - D2  ",7,0,28,35,2.15
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W2 - D3  ",4,0,12,16,1.63
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W2 - D4  ",4,0,16,20,1.30
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W2 - D5  ",3,0,11,14,1.06
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W2 - D6  ",2,0,13,15,1.33
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W2 - D7  ",2,0,9,11,1.14
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W3 - D1  ",10,0,24,34,1.70
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W3 - D2  ",6,0,17,23,1.25
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W3 - D3  ",13,0,14,27,0.94
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W3 - D4  ",3,0,11,14,0.80
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W3 - D5  ",8,0,20,28,1.97
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W3 - D6  ",4,0,23,27,1.06
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W3 - D7  ",4,0,31,35,1.21
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W4 - D1  ",7,0,29,36,1.75
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W4 - D2  ",3,0,22,25,3.03
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W4 - D3  ",2,0,21,23,1.77
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W4 - D4  ",7,0,53,60,2.57
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Wallkill - W4 - D5  ",5,0,45,50,2.40
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D1  ",2,0,21,23,1.41
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D2  ",4,0,36,40,1.74
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D3  ",1,0,29,30,1.63
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D4  ",4,0,26,30,1.22
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D5  ",2,0,26,28,1.49
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D6  ",7,0,21,28,1.83
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D7  ",4,0,32,36,2.22
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D8  ",6,0,25,31,1.30
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D9  ",6,0,36,42,1.93
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D10  ",4,0,25,29,1.57
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D11  ",5,0,32,37,1.97
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D12  ",5,0,38,43,1.96
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D13  ",12,0,20,32,1.50
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D14  ",5,0,26,31,1.86
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D15  ",4,0,17,21,1.37
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D16  ",1,0,37,38,1.57
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D17  ",3,0,25,28,1.65
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D18  ",4,0,24,28,1.83
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D19  ",5,0,37,42,1.86
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D20  ",9,0,52,61,2.49
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D21  ",18,0,34,52,1.92
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D22  ",0,0,20,20,1.05
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D23  ",5,0,32,37,1.54
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D24  ",4,0,40,44,1.96
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D25  ",1,0,31,32,1.70
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D26  ",8,0,45,53,2.20
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D27  ",7,0,35,42,1.75
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D28  ",5,0,19,24,1.12
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D29  ",0,0,15,15,0.95
State Supreme Court Justice 9th Judicial District,Richard J. Guertin,CON,"Warwick - D30  ",1,0,21,22,1.66
